t test_acc train_acc W_norm W_2_norm b_norm b_2_norm Z_2_norm time
11011 8.7260e-01 8.9698e-01 1.8611e+01 6.6090e+00 8.2574e+00 3.5970e-01 6.1605e+04 4.7369e+02
11034 8.7020e-01 8.9638e-01 1.8604e+01 6.6055e+00 8.2562e+00 2.8016e-01 6.1625e+04 4.7458e+02
11057 8.7240e-01 8.9658e-01 1.8604e+01 6.5922e+00 8.2739e+00 5.1829e-01 6.1666e+04 4.7547e+02
11081 8.7140e-01 8.9670e-01 1.8634e+01 6.5897e+00 8.2706e+00 4.0788e-01 6.1716e+04 4.7639e+02
11104 8.7160e-01 8.9715e-01 1.8641e+01 6.5881e+00 8.2996e+00 3.9272e-01 6.1792e+04 4.7728e+02
11127 8.7220e-01 8.9742e-01 1.8640e+01 6.5847e+00 8.3104e+00 4.1796e-01 6.1834e+04 4.7816e+02
11151 8.7240e-01 8.9732e-01 1.8630e+01 6.5635e+00 8.2768e+00 4.8173e-01 6.1790e+04 4.7908e+02
11174 8.7120e-01 8.9707e-01 1.8652e+01 6.5669e+00 8.2688e+00 3.5792e-01 6.1799e+04 4.7997e+02
11198 8.7080e-01 8.9647e-01 1.8640e+01 6.5567e+00 8.3116e+00 3.5301e-01 6.1768e+04 4.8089e+02
11221 8.7220e-01 8.9698e-01 1.8639e+01 6.5585e+00 8.2953e+00 3.2448e-01 6.1802e+04 4.8178e+02
11245 8.7380e-01 8.9728e-01 1.8648e+01 6.5358e+00 8.3062e+00 4.5962e-01 6.1849e+04 4.8270e+02
11268 8.7420e-01 8.9773e-01 1.8654e+01 6.5403e+00 8.3029e+00 3.2724e-01 6.1880e+04 4.8358e+02
11292 8.7200e-01 8.9772e-01 1.8670e+01 6.5444e+00 8.3117e+00 3.2308e-01 6.1966e+04 4.8451e+02
11316 8.7160e-01 8.9797e-01 1.8658e+01 6.5503e+00 8.3315e+00 6.0005e-01 6.1990e+04 4.8543e+02
11340 8.7160e-01 8.9743e-01 1.8666e+01 6.5530e+00 8.3345e+00 4.4704e-01 6.2043e+04 4.8636e+02
11364 8.7460e-01 8.9807e-01 1.8686e+01 6.5414e+00 8.3353e+00 4.7874e-01 6.2073e+04 4.8728e+02
11388 8.7360e-01 8.9840e-01 1.8704e+01 6.5395e+00 8.3628e+00 3.0860e-01 6.2098e+04 4.8820e+02
11412 8.7280e-01 8.9785e-01 1.8708e+01 6.5449e+00 8.3469e+00 3.3082e-01 6.2115e+04 4.8913e+02
11436 8.7280e-01 8.9807e-01 1.8698e+01 6.5377e+00 8.3176e+00 4.1308e-01 6.2087e+04 4.9006e+02
11460 8.7260e-01 8.9788e-01 1.8684e+01 6.5434e+00 8.3138e+00 3.0898e-01 6.2064e+04 4.9097e+02
11484 8.7380e-01 8.9758e-01 1.8689e+01 6.5518e+00 8.3088e+00 2.4693e-01 6.2072e+04 4.9189e+02
11508 8.7140e-01 8.9765e-01 1.8696e+01 6.5596e+00 8.3027e+00 4.0663e-01 6.2110e+04 4.9282e+02
11532 8.7020e-01 8.9705e-01 1.8702e+01 6.5477e+00 8.3014e+00 3.7131e-01 6.2169e+04 4.9374e+02
11556 8.7200e-01 8.9732e-01 1.8692e+01 6.5398e+00 8.3236e+00 3.1286e-01 6.2160e+04 4.9466e+02
11581 8.7360e-01 8.9775e-01 1.8707e+01 6.5483e+00 8.2900e+00 3.3942e-01 6.2179e+04 4.9561e+02
11605 8.7400e-01 8.9705e-01 1.8720e+01 6.5273e+00 8.3316e+00 3.8919e-01 6.2229e+04 4.9653e+02
11630 8.7600e-01 8.9750e-01 1.8735e+01 6.5143e+00 8.3179e+00 3.8366e-01 6.2244e+04 4.9750e+02
11654 8.7360e-01 8.9747e-01 1.8741e+01 6.5001e+00 8.3179e+00 2.5618e-01 6.2286e+04 4.9841e+02
11679 8.7380e-01 8.9745e-01 1.8753e+01 6.4969e+00 8.3154e+00 3.5924e-01 6.2297e+04 4.9937e+02
11703 8.7320e-01 8.9783e-01 1.8753e+01 6.5043e+00 8.3040e+00 2.8041e-01 6.2287e+04 5.0030e+02
11728 8.7300e-01 8.9798e-01 1.8758e+01 6.4963e+00 8.2892e+00 3.9929e-01 6.2316e+04 5.0125e+02
11752 8.7360e-01 8.9815e-01 1.8776e+01 6.5184e+00 8.3159e+00 3.1175e-01 6.2364e+04 5.0217e+02
11777 8.7320e-01 8.9828e-01 1.8758e+01 6.5051e+00 8.3082e+00 4.5905e-01 6.2359e+04 5.0313e+02
11802 8.7280e-01 8.9805e-01 1.8768e+01 6.4934e+00 8.3053e+00 5.1808e-01 6.2400e+04 5.0408e+02
11827 8.7380e-01 8.9808e-01 1.8754e+01 6.4802e+00 8.3238e+00 3.7138e-01 6.2436e+04 5.0504e+02
11852 8.7240e-01 8.9732e-01 1.8753e+01 6.4628e+00 8.3106e+00 4.8831e-01 6.2400e+04 5.0599e+02
11877 8.7340e-01 8.9793e-01 1.8765e+01 6.4366e+00 8.2783e+00 3.0829e-01 6.2482e+04 5.0696e+02
11902 8.7340e-01 8.9750e-01 1.8772e+01 6.4398e+00 8.2757e+00 2.2676e-01 6.2467e+04 5.0792e+02
11927 8.7440e-01 8.9762e-01 1.8755e+01 6.4470e+00 8.3252e+00 4.5016e-01 6.2464e+04 5.0888e+02
11952 8.7280e-01 8.9727e-01 1.8740e+01 6.4473e+00 8.3303e+00 3.4961e-01 6.2488e+04 5.0984e+02
11977 8.7280e-01 8.9825e-01 1.8756e+01 6.4392e+00 8.3260e+00 3.1162e-01 6.2542e+04 5.1081e+02
12002 8.7440e-01 8.9772e-01 1.8768e+01 6.4363e+00 8.3069e+00 3.0704e-01 6.2557e+04 5.1177e+02
12027 8.7420e-01 8.9780e-01 1.8775e+01 6.4546e+00 8.2952e+00 3.6316e-01 6.2568e+04 5.1274e+02
12053 8.7480e-01 8.9718e-01 1.8811e+01 6.4696e+00 8.2849e+00 4.9271e-01 6.2580e+04 5.1373e+02
12078 8.7460e-01 8.9742e-01 1.8812e+01 6.4615e+00 8.3041e+00 3.4104e-01 6.2605e+04 5.1469e+02
12104 8.7280e-01 8.9727e-01 1.8818e+01 6.4470e+00 8.3274e+00 4.6007e-01 6.2645e+04 5.1568e+02
12129 8.7340e-01 8.9737e-01 1.8831e+01 6.4337e+00 8.3166e+00 3.4787e-01 6.2680e+04 5.1665e+02
12155 8.7140e-01 8.9720e-01 1.8824e+01 6.4526e+00 8.3234e+00 2.3974e-01 6.2673e+04 5.1764e+02
12180 8.7100e-01 8.9715e-01 1.8838e+01 6.4353e+00 8.3251e+00 4.7692e-01 6.2684e+04 5.1861e+02
12206 8.7140e-01 8.9768e-01 1.8849e+01 6.4274e+00 8.3400e+00 3.1504e-01 6.2751e+04 5.1961e+02
12231 8.7260e-01 8.9700e-01 1.8850e+01 6.4279e+00 8.3337e+00 5.2142e-01 6.2753e+04 5.2057e+02
12257 8.7180e-01 8.9752e-01 1.8862e+01 6.4330e+00 8.3612e+00 3.2774e-01 6.2826e+04 5.2156e+02
12283 8.7200e-01 8.9718e-01 1.8883e+01 6.4317e+00 8.3596e+00 4.3042e-01 6.2858e+04 5.2255e+02
12309 8.7360e-01 8.9753e-01 1.8898e+01 6.4196e+00 8.3501e+00 5.2863e-01 6.2875e+04 5.2355e+02
12335 8.7260e-01 8.9767e-01 1.8895e+01 6.4113e+00 8.3709e+00 3.7750e-01 6.2910e+04 5.2455e+02
12361 8.7240e-01 8.9773e-01 1.8881e+01 6.4032e+00 8.3897e+00 2.6022e-01 6.2911e+04 5.2554e+02
12387 8.7400e-01 8.9825e-01 1.8885e+01 6.3972e+00 8.3693e+00 3.2885e-01 6.2907e+04 5.2654e+02
12413 8.7320e-01 8.9742e-01 1.8907e+01 6.3852e+00 8.3410e+00 3.9618e-01 6.2962e+04 5.2754e+02
12439 8.7320e-01 8.9730e-01 1.8904e+01 6.3847e+00 8.3470e+00 3.8198e-01 6.3006e+04 5.2853e+02
12465 8.7360e-01 8.9785e-01 1.8902e+01 6.3832e+00 8.3465e+00 2.6109e-01 6.3038e+04 5.2953e+02
12491 8.7480e-01 8.9825e-01 1.8922e+01 6.3808e+00 8.3368e+00 2.8517e-01 6.3047e+04 5.3052e+02
12518 8.7360e-01 8.9802e-01 1.8931e+01 6.3907e+00 8.3578e+00 3.0495e-01 6.3084e+04 5.3156e+02
12544 8.7360e-01 8.9790e-01 1.8932e+01 6.3983e+00 8.3896e+00 4.6373e-01 6.3097e+04 5.3256e+02
12570 8.7460e-01 8.9763e-01 1.8938e+01 6.4190e+00 8.3864e+00 3.0222e-01 6.3121e+04 5.3356e+02
12597 8.7380e-01 8.9760e-01 1.8956e+01 6.4068e+00 8.3974e+00 3.9680e-01 6.3168e+04 5.3459e+02
12623 8.7260e-01 8.9735e-01 1.8973e+01 6.4155e+00 8.3813e+00 3.3439e-01 6.3189e+04 5.3559e+02
12650 8.7340e-01 8.9778e-01 1.8981e+01 6.4012e+00 8.4150e+00 2.1801e-01 6.3255e+04 5.3661e+02
12677 8.7320e-01 8.9752e-01 1.8968e+01 6.3828e+00 8.4146e+00 2.9009e-01 6.3246e+04 5.3765e+02
12703 8.7220e-01 8.9752e-01 1.8972e+01 6.3764e+00 8.3881e+00 4.2625e-01 6.3305e+04 5.3864e+02
12730 8.7260e-01 8.9780e-01 1.8977e+01 6.3559e+00 8.4080e+00 2.1912e-01 6.3347e+04 5.3967e+02
12757 8.7220e-01 8.9735e-01 1.8963e+01 6.3547e+00 8.3979e+00 3.9336e-01 6.3359e+04 5.4070e+02
12784 8.7120e-01 8.9777e-01 1.8985e+01 6.3548e+00 8.4218e+00 3.4460e-01 6.3384e+04 5.4174e+02
12810 8.7120e-01 8.9802e-01 1.8981e+01 6.3436e+00 8.4049e+00 3.8482e-01 6.3412e+04 5.4274e+02
12837 8.7380e-01 8.9738e-01 1.8978e+01 6.3223e+00 8.4139e+00 2.7939e-01 6.3438e+04 5.4379e+02
12864 8.7300e-01 8.9812e-01 1.8987e+01 6.3338e+00 8.4116e+00 3.7593e-01 6.3486e+04 5.4483e+02
12892 8.7400e-01 8.9808e-01 1.9001e+01 6.3320e+00 8.3839e+00 3.1355e-01 6.3500e+04 5.4590e+02
12919 8.7400e-01 8.9727e-01 1.8989e+01 6.3180e+00 8.3607e+00 3.2917e-01 6.3499e+04 5.4694e+02
12946 8.7560e-01 8.9728e-01 1.9015e+01 6.3208e+00 8.3448e+00 3.7625e-01 6.3523e+04 5.4797e+02
12973 8.7400e-01 8.9720e-01 1.9022e+01 6.3110e+00 8.3479e+00 2.9311e-01 6.3554e+04 5.4901e+02
13000 8.7360e-01 8.9805e-01 1.9035e+01 6.3507e+00 8.3186e+00 2.6691e-01 6.3552e+04 5.5004e+02
13028 8.7480e-01 8.9768e-01 1.9053e+01 6.3509e+00 8.3030e+00 2.9249e-01 6.3612e+04 5.5111e+02
13055 8.7280e-01 8.9762e-01 1.9060e+01 6.3362e+00 8.2973e+00 3.4388e-01 6.3646e+04 5.5214e+02
13083 8.7180e-01 8.9715e-01 1.9079e+01 6.3374e+00 8.2767e+00 4.5511e-01 6.3693e+04 5.5321e+02
13110 8.7140e-01 8.9675e-01 1.9085e+01 6.3399e+00 8.2938e+00 3.2038e-01 6.3697e+04 5.5425e+02
13138 8.7160e-01 8.9695e-01 1.9083e+01 6.3158e+00 8.2929e+00 4.3984e-01 6.3728e+04 5.5533e+02
13165 8.7180e-01 8.9725e-01 1.9092e+01 6.3181e+00 8.3240e+00 4.3524e-01 6.3702e+04 5.5638e+02
13193 8.7260e-01 8.9782e-01 1.9111e+01 6.3001e+00 8.3109e+00 2.5455e-01 6.3719e+04 5.5745e+02
13221 8.7260e-01 8.9777e-01 1.9135e+01 6.2841e+00 8.3162e+00 3.8822e-01 6.3755e+04 5.5852e+02
13249 8.7300e-01 8.9758e-01 1.9137e+01 6.3086e+00 8.2977e+00 3.5408e-01 6.3778e+04 5.5960e+02
13277 8.7440e-01 8.9743e-01 1.9127e+01 6.2981e+00 8.3136e+00 3.2972e-01 6.3819e+04 5.6067e+02
13305 8.7540e-01 8.9748e-01 1.9094e+01 6.2849e+00 8.3339e+00 3.5346e-01 6.3748e+04 5.6174e+02
13333 8.7520e-01 8.9735e-01 1.9116e+01 6.2624e+00 8.3292e+00 3.1512e-01 6.3783e+04 5.6282e+02
13361 8.7420e-01 8.9775e-01 1.9119e+01 6.2591e+00 8.3422e+00 4.7933e-01 6.3803e+04 5.6390e+02
13389 8.7520e-01 8.9822e-01 1.9109e+01 6.2558e+00 8.3703e+00 3.7514e-01 6.3828e+04 5.6498e+02
13417 8.7320e-01 8.9763e-01 1.9107e+01 6.2581e+00 8.3640e+00 4.7785e-01 6.3837e+04 5.6606e+02
13445 8.7280e-01 8.9747e-01 1.9103e+01 6.2484e+00 8.3395e+00 2.2680e-01 6.3837e+04 5.6713e+02
13473 8.7300e-01 8.9745e-01 1.9112e+01 6.2304e+00 8.3520e+00 2.0917e-01 6.3868e+04 5.6821e+02
13502 8.7480e-01 8.9752e-01 1.9126e+01 6.2290e+00 8.3590e+00 2.4744e-01 6.3889e+04 5.6932e+02
13530 8.7280e-01 8.9792e-01 1.9129e+01 6.2091e+00 8.3348e+00 1.7835e-01 6.3963e+04 5.7039e+02
13559 8.7320e-01 8.9748e-01 1.9133e+01 6.1976e+00 8.3638e+00 4.0562e-01 6.3965e+04 5.7151e+02
13587 8.7360e-01 8.9810e-01 1.9144e+01 6.2095e+00 8.3602e+00 3.7896e-01 6.4000e+04 5.7259e+02
13616 8.7520e-01 8.9793e-01 1.9131e+01 6.2069e+00 8.3674e+00 4.0162e-01 6.4043e+04 5.7370e+02
13645 8.7440e-01 8.9788e-01 1.9121e+01 6.2109e+00 8.3530e+00 4.3548e-01 6.4025e+04 5.7482e+02
13673 8.7300e-01 8.9755e-01 1.9131e+01 6.2109e+00 8.3517e+00 2.7704e-01 6.4048e+04 5.7589e+02
13702 8.7120e-01 8.9760e-01 1.9141e+01 6.2000e+00 8.3563e+00 2.6111e-01 6.4109e+04 5.7700e+02
13731 8.7400e-01 8.9715e-01 1.9154e+01 6.2094e+00 8.3370e+00 3.3025e-01 6.4138e+04 5.7811e+02
13760 8.7460e-01 8.9780e-01 1.9158e+01 6.2143e+00 8.3122e+00 1.5037e-01 6.4104e+04 5.7922e+02
13789 8.7400e-01 8.9803e-01 1.9185e+01 6.2069e+00 8.3077e+00 3.3073e-01 6.4155e+04 5.8033e+02
13818 8.7560e-01 8.9792e-01 1.9168e+01 6.2263e+00 8.3428e+00 3.0739e-01 6.4145e+04 5.8144e+02
13847 8.7400e-01 8.9767e-01 1.9171e+01 6.2458e+00 8.3424e+00 3.8888e-01 6.4199e+04 5.8255e+02
13876 8.7460e-01 8.9803e-01 1.9152e+01 6.2250e+00 8.3401e+00 2.5768e-01 6.4206e+04 5.8366e+02
13905 8.7360e-01 8.9797e-01 1.9170e+01 6.2170e+00 8.3565e+00 2.8663e-01 6.4242e+04 5.8478e+02
13934 8.7500e-01 8.9822e-01 1.9181e+01 6.2251e+00 8.3421e+00 4.4906e-01 6.4288e+04 5.8590e+02
13964 8.7480e-01 8.9805e-01 1.9201e+01 6.2205e+00 8.3232e+00 4.6433e-01 6.4326e+04 5.8705e+02
13993 8.7500e-01 8.9840e-01 1.9216e+01 6.2410e+00 8.3244e+00 3.2311e-01 6.4349e+04 5.8817e+02
14023 8.7380e-01 8.9798e-01 1.9219e+01 6.2526e+00 8.3145e+00 3.8775e-01 6.4327e+04 5.8932e+02
14052 8.7480e-01 8.9793e-01 1.9210e+01 6.2569e+00 8.3199e+00 3.8800e-01 6.4343e+04 5.9043e+02
14082 8.7500e-01 8.9807e-01 1.9205e+01 6.2730e+00 8.3562e+00 3.8155e-01 6.4350e+04 5.9158e+02
14111 8.7520e-01 8.9852e-01 1.9195e+01 6.2618e+00 8.3764e+00 2.7761e-01 6.4342e+04 5.9270e+02
14141 8.7420e-01 8.9805e-01 1.9203e+01 6.2683e+00 8.3521e+00 2.4215e-01 6.4348e+04 5.9384e+02
14171 8.7360e-01 8.9782e-01 1.9203e+01 6.2582e+00 8.3724e+00 4.8852e-01 6.4375e+04 5.9499e+02
14201 8.7260e-01 8.9772e-01 1.9203e+01 6.2443e+00 8.3782e+00 3.4966e-01 6.4405e+04 5.9615e+02
14231 8.7340e-01 8.9755e-01 1.9221e+01 6.2418e+00 8.3641e+00 2.4601e-01 6.4401e+04 5.9729e+02
14260 8.7440e-01 8.9807e-01 1.9213e+01 6.2550e+00 8.3487e+00 5.1883e-01 6.4395e+04 5.9840e+02
14290 8.7360e-01 8.9822e-01 1.9226e+01 6.2439e+00 8.3117e+00 3.5124e-01 6.4421e+04 5.9955e+02
14321 8.7260e-01 8.9830e-01 1.9235e+01 6.2206e+00 8.3037e+00 3.5287e-01 6.4461e+04 6.0075e+02
14351 8.7300e-01 8.9848e-01 1.9222e+01 6.2310e+00 8.3244e+00 2.8020e-01 6.4484e+04 6.0190e+02
14381 8.7240e-01 8.9760e-01 1.9239e+01 6.2506e+00 8.2770e+00 2.2412e-01 6.4477e+04 6.0305e+02
14411 8.7200e-01 8.9755e-01 1.9234e+01 6.2363e+00 8.2998e+00 4.3384e-01 6.4479e+04 6.0420e+02
14441 8.7300e-01 8.9748e-01 1.9232e+01 6.2286e+00 8.2874e+00 3.2927e-01 6.4511e+04 6.0535e+02
14472 8.7300e-01 8.9770e-01 1.9228e+01 6.2269e+00 8.3080e+00 3.2031e-01 6.4522e+04 6.0654e+02
14502 8.7160e-01 8.9795e-01 1.9224e+01 6.2046e+00 8.2828e+00 3.3397e-01 6.4552e+04 6.0769e+02
14533 8.7260e-01 8.9823e-01 1.9216e+01 6.2132e+00 8.2976e+00 3.6699e-01 6.4540e+04 6.0888e+02
14563 8.7200e-01 8.9820e-01 1.9218e+01 6.2317e+00 8.3029e+00 2.8346e-01 6.4570e+04 6.1004e+02
14594 8.7320e-01 8.9852e-01 1.9227e+01 6.2354e+00 8.3284e+00 2.9868e-01 6.4617e+04 6.1123e+02
14625 8.7280e-01 8.9853e-01 1.9230e+01 6.2325e+00 8.3244e+00 3.8460e-01 6.4656e+04 6.1242e+02
14656 8.7600e-01 8.9810e-01 1.9237e+01 6.2387e+00 8.3081e+00 3.5201e-01 6.4636e+04 6.1362e+02
14686 8.7620e-01 8.9843e-01 1.9247e+01 6.2239e+00 8.3183e+00 5.0691e-01 6.4662e+04 6.1478e+02
14717 8.7580e-01 8.9848e-01 1.9260e+01 6.2292e+00 8.3601e+00 3.5993e-01 6.4699e+04 6.1597e+02
14748 8.7540e-01 8.9802e-01 1.9252e+01 6.2284e+00 8.3685e+00 3.8317e-01 6.4742e+04 6.1715e+02
14779 8.7540e-01 8.9772e-01 1.9259e+01 6.2377e+00 8.3922e+00 3.4788e-01 6.4756e+04 6.1834e+02
14810 8.7660e-01 8.9780e-01 1.9261e+01 6.2637e+00 8.4054e+00 3.9438e-01 6.4770e+04 6.1953e+02
14842 8.7660e-01 8.9857e-01 1.9267e+01 6.2843e+00 8.3719e+00 4.0398e-01 6.4724e+04 6.2076e+02
14873 8.7740e-01 8.9863e-01 1.9303e+01 6.2721e+00 8.3811e+00 3.1074e-01 6.4754e+04 6.2194e+02
14904 8.7620e-01 8.9850e-01 1.9295e+01 6.2666e+00 8.3583e+00 4.1819e-01 6.4782e+04 6.2313e+02
14936 8.7500e-01 8.9878e-01 1.9303e+01 6.2620e+00 8.3543e+00 5.0402e-01 6.4793e+04 6.2435e+02
14967 8.7560e-01 8.9875e-01 1.9316e+01 6.2627e+00 8.3575e+00 2.0788e-01 6.4820e+04 6.2554e+02
14998 8.7460e-01 8.9840e-01 1.9298e+01 6.2545e+00 8.3474e+00 3.4058e-01 6.4822e+04 6.2672e+02
15030 8.7540e-01 8.9887e-01 1.9325e+01 6.2264e+00 8.3104e+00 4.3172e-01 6.4821e+04 6.2796e+02
15062 8.7440e-01 8.9880e-01 1.9319e+01 6.2213e+00 8.3687e+00 4.6164e-01 6.4892e+04 6.2919e+02
15093 8.7320e-01 8.9852e-01 1.9323e+01 6.2188e+00 8.3687e+00 4.7053e-01 6.4876e+04 6.3037e+02
15125 8.7340e-01 8.9795e-01 1.9323e+01 6.2242e+00 8.3758e+00 4.2283e-01 6.4885e+04 6.3159e+02
15157 8.7480e-01 8.9852e-01 1.9324e+01 6.2324e+00 8.3752e+00 2.9239e-01 6.4924e+04 6.3282e+02
15189 8.7500e-01 8.9878e-01 1.9324e+01 6.2475e+00 8.4022e+00 2.8769e-01 6.4933e+04 6.3404e+02
15221 8.7400e-01 8.9850e-01 1.9328e+01 6.2346e+00 8.4079e+00 3.0115e-01 6.4981e+04 6.3527e+02
15253 8.7460e-01 8.9820e-01 1.9341e+01 6.2315e+00 8.4102e+00 3.8675e-01 6.5019e+04 6.3650e+02
15285 8.7380e-01 8.9843e-01 1.9366e+01 6.2298e+00 8.3875e+00 3.4479e-01 6.5083e+04 6.3773e+02
15317 8.7540e-01 8.9865e-01 1.9371e+01 6.2152e+00 8.3808e+00 3.3765e-01 6.5095e+04 6.3896e+02
15349 8.7380e-01 8.9855e-01 1.9375e+01 6.2285e+00 8.4045e+00 3.6507e-01 6.5130e+04 6.4018e+02
15382 8.7520e-01 8.9885e-01 1.9372e+01 6.2157e+00 8.4031e+00 3.9174e-01 6.5092e+04 6.4145e+02
15414 8.7500e-01 8.9858e-01 1.9369e+01 6.1794e+00 8.3870e+00 3.3342e-01 6.5108e+04 6.4268e+02
15447 8.7460e-01 8.9868e-01 1.9360e+01 6.2028e+00 8.4259e+00 3.0165e-01 6.5126e+04 6.4394e+02
15479 8.7380e-01 8.9782e-01 1.9368e+01 6.2104e+00 8.4134e+00 3.4459e-01 6.5128e+04 6.4516e+02
15512 8.7280e-01 8.9765e-01 1.9354e+01 6.2232e+00 8.3977e+00 3.2676e-01 6.5154e+04 6.4643e+02
15544 8.7300e-01 8.9815e-01 1.9367e+01 6.1975e+00 8.3665e+00 3.2986e-01 6.5176e+04 6.4766e+02
15577 8.7420e-01 8.9810e-01 1.9366e+01 6.1878e+00 8.3275e+00 2.9249e-01 6.5167e+04 6.4893e+02
15610 8.7320e-01 8.9828e-01 1.9367e+01 6.1730e+00 8.3163e+00 5.1929e-01 6.5176e+04 6.5019e+02
15643 8.7280e-01 8.9795e-01 1.9357e+01 6.1711e+00 8.3196e+00 4.1368e-01 6.5160e+04 6.5146e+02
15676 8.7180e-01 8.9835e-01 1.9345e+01 6.1699e+00 8.3700e+00 4.1039e-01 6.5223e+04 6.5273e+02
15709 8.7400e-01 8.9802e-01 1.9364e+01 6.1886e+00 8.3548e+00 3.4812e-01 6.5261e+04 6.5399e+02
15742 8.7420e-01 8.9827e-01 1.9366e+01 6.1746e+00 8.3873e+00 3.9271e-01 6.5280e+04 6.5526e+02
15775 8.7360e-01 8.9813e-01 1.9372e+01 6.1847e+00 8.3730e+00 3.5453e-01 6.5310e+04 6.5651e+02
15808 8.7440e-01 8.9865e-01 1.9370e+01 6.2109e+00 8.3393e+00 4.7690e-01 6.5283e+04 6.5779e+02
15841 8.7540e-01 8.9862e-01 1.9357e+01 6.2280e+00 8.3121e+00 3.8493e-01 6.5293e+04 6.5905e+02
15875 8.7740e-01 8.9820e-01 1.9371e+01 6.2109e+00 8.2924e+00 4.0661e-01 6.5277e+04 6.6035e+02
15908 8.7580e-01 8.9828e-01 1.9359e+01 6.2085e+00 8.2784e+00 4.0499e-01 6.5282e+04 6.6162e+02
15941 8.7700e-01 8.9795e-01 1.9363e+01 6.1993e+00 8.3408e+00 2.9511e-01 6.5333e+04 6.6288e+02
15975 8.7400e-01 8.9755e-01 1.9397e+01 6.2197e+00 8.3530e+00 3.4257e-01 6.5352e+04 6.6418e+02
16009 8.7680e-01 8.9757e-01 1.9397e+01 6.2277e+00 8.3306e+00 2.9968e-01 6.5346e+04 6.6549e+02
16042 8.7640e-01 8.9762e-01 1.9420e+01 6.2371e+00 8.3062e+00 3.5773e-01 6.5365e+04 6.6675e+02
16076 8.7580e-01 8.9820e-01 1.9406e+01 6.2516e+00 8.2971e+00 6.2062e-01 6.5315e+04 6.6806e+02
16110 8.7600e-01 8.9875e-01 1.9403e+01 6.2668e+00 8.2661e+00 3.8646e-01 6.5314e+04 6.6935e+02
16144 8.7580e-01 8.9890e-01 1.9422e+01 6.2478e+00 8.2804e+00 3.2151e-01 6.5375e+04 6.7066e+02
16178 8.7540e-01 8.9883e-01 1.9430e+01 6.2529e+00 8.2939e+00 3.4796e-01 6.5373e+04 6.7195e+02
16212 8.7500e-01 8.9857e-01 1.9441e+01 6.2474e+00 8.3056e+00 3.8786e-01 6.5421e+04 6.7326e+02
16246 8.7400e-01 8.9850e-01 1.9451e+01 6.2330e+00 8.3081e+00 4.1703e-01 6.5451e+04 6.7455e+02
16280 8.7200e-01 8.9817e-01 1.9435e+01 6.2385e+00 8.2996e+00 2.1462e-01 6.5449e+04 6.7585e+02
16314 8.7420e-01 8.9840e-01 1.9445e+01 6.2472e+00 8.2865e+00 3.2117e-01 6.5474e+04 6.7715e+02
16349 8.7540e-01 8.9905e-01 1.9448e+01 6.2421e+00 8.3129e+00 4.4466e-01 6.5448e+04 6.7848e+02
16383 8.7520e-01 8.9872e-01 1.9446e+01 6.2676e+00 8.3241e+00 4.1783e-01 6.5472e+04 6.7977e+02
16418 8.7420e-01 8.9835e-01 1.9448e+01 6.2738e+00 8.3383e+00 5.0828e-01 6.5495e+04 6.8111e+02
16452 8.7440e-01 8.9885e-01 1.9446e+01 6.2580e+00 8.3585e+00 3.1451e-01 6.5521e+04 6.8242e+02
16487 8.7260e-01 8.9855e-01 1.9478e+01 6.2621e+00 8.3730e+00 4.2269e-01 6.5603e+04 6.8376e+02
16521 8.7300e-01 8.9892e-01 1.9459e+01 6.2327e+00 8.3702e+00 5.0163e-01 6.5548e+04 6.8506e+02
16556 8.7360e-01 8.9888e-01 1.9465e+01 6.2531e+00 8.3685e+00 2.4371e-01 6.5596e+04 6.8640e+02
16591 8.7520e-01 8.9922e-01 1.9466e+01 6.2384e+00 8.3560e+00 3.0911e-01 6.5634e+04 6.8774e+02
16626 8.7320e-01 8.9910e-01 1.9483e+01 6.2556e+00 8.3472e+00 5.1156e-01 6.5687e+04 6.8908e+02
16661 8.7600e-01 8.9867e-01 1.9510e+01 6.2445e+00 8.3209e+00 3.3426e-01 6.5761e+04 6.9042e+02
16696 8.7640e-01 8.9915e-01 1.9522e+01 6.2467e+00 8.2782e+00 3.9089e-01 6.5808e+04 6.9176e+02
16731 8.7540e-01 8.9933e-01 1.9529e+01 6.2419e+00 8.3320e+00 3.9507e-01 6.5836e+04 6.9309e+02
16766 8.7400e-01 8.9955e-01 1.9544e+01 6.2590e+00 8.3339e+00 3.7400e-01 6.5824e+04 6.9443e+02
16802 8.7380e-01 8.9917e-01 1.9546e+01 6.2735e+00 8.3457e+00 2.6250e-01 6.5884e+04 6.9580e+02
16837 8.7480e-01 8.9898e-01 1.9558e+01 6.2611e+00 8.3421e+00 3.4876e-01 6.5927e+04 6.9715e+02
16873 8.7560e-01 8.9917e-01 1.9567e+01 6.2452e+00 8.3432e+00 4.6742e-01 6.5910e+04 6.9853e+02
16908 8.7560e-01 8.9892e-01 1.9548e+01 6.2488e+00 8.3487e+00 3.2014e-01 6.5922e+04 6.9987e+02
16944 8.7440e-01 8.9910e-01 1.9562e+01 6.2365e+00 8.3597e+00 2.6473e-01 6.5988e+04 7.0125e+02
16979 8.7340e-01 8.9868e-01 1.9551e+01 6.2344e+00 8.3568e+00 3.6273e-01 6.6030e+04 7.0258e+02
17015 8.7240e-01 8.9835e-01 1.9560e+01 6.2147e+00 8.3427e+00 4.6946e-01 6.6010e+04 7.0396e+02
