t test_loss train_loss W_norm W_2_norm b_norm b_2_norm time
319 1.8220e-01 1.5258e-01 3.0702e+00 2.0490e+00 1.2893e-01 1.7976e-01 1.6904e+00
320 1.8260e-01 1.5288e-01 3.0740e+00 2.0512e+00 1.2629e-01 1.7943e-01 1.6956e+00
321 1.8260e-01 1.5288e-01 3.0740e+00 2.0512e+00 1.2629e-01 1.7943e-01 1.7004e+00
322 1.8100e-01 1.5100e-01 3.0766e+00 2.0543e+00 1.2527e-01 1.7957e-01 1.7055e+00
323 1.8200e-01 1.5217e-01 3.0838e+00 2.0601e+00 1.2639e-01 1.8015e-01 1.7106e+00
324 1.8080e-01 1.5113e-01 3.0878e+00 2.0646e+00 1.2821e-01 1.8221e-01 1.7158e+00
325 1.8120e-01 1.5040e-01 3.0917e+00 2.0672e+00 1.2797e-01 1.8263e-01 1.7209e+00
326 1.8080e-01 1.5065e-01 3.0972e+00 2.0717e+00 1.2862e-01 1.8207e-01 1.7260e+00
327 1.7960e-01 1.5080e-01 3.1024e+00 2.0763e+00 1.2830e-01 1.8230e-01 1.7311e+00
328 1.7820e-01 1.4910e-01 3.1053e+00 2.0836e+00 1.3133e-01 1.8501e-01 1.7363e+00
329 1.7920e-01 1.4980e-01 3.1134e+00 2.0838e+00 1.2767e-01 1.8749e-01 1.7414e+00
330 1.7880e-01 1.4953e-01 3.1178e+00 2.0907e+00 1.2968e-01 1.8698e-01 1.7465e+00
331 1.7760e-01 1.4853e-01 3.1184e+00 2.0973e+00 1.2863e-01 1.8503e-01 1.7517e+00
332 1.7860e-01 1.4790e-01 3.1226e+00 2.1038e+00 1.2935e-01 1.8370e-01 1.7568e+00
333 1.7780e-01 1.4793e-01 3.1266e+00 2.1119e+00 1.3408e-01 1.8248e-01 1.7619e+00
334 1.7780e-01 1.4793e-01 3.1266e+00 2.1119e+00 1.3408e-01 1.8248e-01 1.7667e+00
335 1.7700e-01 1.4668e-01 3.1269e+00 2.1150e+00 1.3265e-01 1.8299e-01 1.7719e+00
336 1.7640e-01 1.4603e-01 3.1283e+00 2.1220e+00 1.3237e-01 1.8594e-01 1.7770e+00
337 1.7760e-01 1.4620e-01 3.1313e+00 2.1277e+00 1.3325e-01 1.8384e-01 1.7821e+00
338 1.7760e-01 1.4620e-01 3.1313e+00 2.1277e+00 1.3325e-01 1.8384e-01 1.7870e+00
339 1.7740e-01 1.4617e-01 3.1354e+00 2.1308e+00 1.3188e-01 1.8463e-01 1.7921e+00
340 1.7460e-01 1.4557e-01 3.1355e+00 2.1316e+00 1.2988e-01 1.8641e-01 1.7972e+00
341 1.7540e-01 1.4632e-01 3.1402e+00 2.1346e+00 1.2973e-01 1.8681e-01 1.8024e+00
342 1.7480e-01 1.4510e-01 3.1422e+00 2.1342e+00 1.2797e-01 1.8835e-01 1.8075e+00
343 1.7480e-01 1.4510e-01 3.1422e+00 2.1342e+00 1.2797e-01 1.8835e-01 1.8123e+00
344 1.7540e-01 1.4443e-01 3.1489e+00 2.1369e+00 1.2920e-01 1.8960e-01 1.8174e+00
345 1.7720e-01 1.4485e-01 3.1521e+00 2.1442e+00 1.3154e-01 1.9176e-01 1.8225e+00
346 1.7680e-01 1.4518e-01 3.1582e+00 2.1461e+00 1.3157e-01 1.9396e-01 1.8276e+00
347 1.7620e-01 1.4503e-01 3.1624e+00 2.1492e+00 1.3269e-01 1.9093e-01 1.8327e+00
348 1.7540e-01 1.4478e-01 3.1651e+00 2.1524e+00 1.3646e-01 1.9119e-01 1.8379e+00
349 1.7560e-01 1.4403e-01 3.1687e+00 2.1529e+00 1.3933e-01 1.8858e-01 1.8430e+00
350 1.7560e-01 1.4403e-01 3.1687e+00 2.1529e+00 1.3933e-01 1.8858e-01 1.8479e+00
351 1.7460e-01 1.4345e-01 3.1712e+00 2.1535e+00 1.3973e-01 1.8991e-01 1.8530e+00
352 1.7400e-01 1.4353e-01 3.1756e+00 2.1585e+00 1.4170e-01 1.8789e-01 1.8582e+00
353 1.7340e-01 1.4332e-01 3.1798e+00 2.1635e+00 1.4225e-01 1.8373e-01 1.8633e+00
354 1.7340e-01 1.4307e-01 3.1879e+00 2.1695e+00 1.4225e-01 1.8656e-01 1.8684e+00
355 1.7340e-01 1.4307e-01 3.1879e+00 2.1695e+00 1.4225e-01 1.8656e-01 1.8733e+00
356 1.7200e-01 1.4223e-01 3.1928e+00 2.1743e+00 1.4448e-01 1.8723e-01 1.8784e+00
357 1.7200e-01 1.4267e-01 3.1987e+00 2.1792e+00 1.4511e-01 1.8721e-01 1.8835e+00
358 1.7020e-01 1.4190e-01 3.2014e+00 2.1843e+00 1.4789e-01 1.8829e-01 1.8886e+00
359 1.7280e-01 1.4220e-01 3.2021e+00 2.1868e+00 1.4659e-01 1.9079e-01 1.8937e+00
360 1.7080e-01 1.4102e-01 3.2059e+00 2.1930e+00 1.4347e-01 1.9036e-01 1.8988e+00
361 1.7020e-01 1.4067e-01 3.2102e+00 2.1978e+00 1.4354e-01 1.9022e-01 1.9039e+00
362 1.7060e-01 1.4123e-01 3.2121e+00 2.2025e+00 1.4128e-01 1.8949e-01 1.9091e+00
363 1.7060e-01 1.4082e-01 3.2159e+00 2.2047e+00 1.4088e-01 1.9062e-01 1.9142e+00
364 1.7060e-01 1.4082e-01 3.2159e+00 2.2047e+00 1.4088e-01 1.9062e-01 1.9191e+00
365 1.7020e-01 1.4058e-01 3.2186e+00 2.2108e+00 1.4276e-01 1.8963e-01 1.9243e+00
366 1.6940e-01 1.4015e-01 3.2206e+00 2.2144e+00 1.4042e-01 1.9003e-01 1.9294e+00
367 1.6940e-01 1.4015e-01 3.2206e+00 2.2144e+00 1.4042e-01 1.9003e-01 1.9342e+00
368 1.6840e-01 1.4025e-01 3.2220e+00 2.2186e+00 1.3929e-01 1.9094e-01 1.9394e+00
369 1.6860e-01 1.4008e-01 3.2229e+00 2.2205e+00 1.4065e-01 1.9190e-01 1.9445e+00
370 1.6860e-01 1.4008e-01 3.2229e+00 2.2205e+00 1.4065e-01 1.9190e-01 1.9493e+00
371 1.6580e-01 1.4068e-01 3.2259e+00 2.2227e+00 1.3968e-01 1.8840e-01 1.9544e+00
372 1.6640e-01 1.4052e-01 3.2326e+00 2.2262e+00 1.4103e-01 1.8969e-01 1.9595e+00
373 1.6740e-01 1.3948e-01 3.2359e+00 2.2302e+00 1.4205e-01 1.8633e-01 1.9647e+00
374 1.6880e-01 1.3963e-01 3.2358e+00 2.2337e+00 1.4238e-01 1.8724e-01 1.9698e+00
375 1.6860e-01 1.3885e-01 3.2388e+00 2.2378e+00 1.4065e-01 1.8468e-01 1.9749e+00
376 1.6700e-01 1.3887e-01 3.2389e+00 2.2448e+00 1.3855e-01 1.8372e-01 1.9800e+00
377 1.6640e-01 1.3802e-01 3.2416e+00 2.2523e+00 1.3984e-01 1.8493e-01 1.9852e+00
378 1.6460e-01 1.3783e-01 3.2436e+00 2.2561e+00 1.3798e-01 1.8887e-01 1.9903e+00
379 1.6820e-01 1.3832e-01 3.2465e+00 2.2573e+00 1.3579e-01 1.8934e-01 1.9954e+00
380 1.6820e-01 1.3832e-01 3.2465e+00 2.2573e+00 1.3579e-01 1.8934e-01 2.0003e+00
381 1.6820e-01 1.3832e-01 3.2465e+00 2.2573e+00 1.3579e-01 1.8934e-01 2.0051e+00
382 1.6820e-01 1.3832e-01 3.2465e+00 2.2573e+00 1.3579e-01 1.8934e-01 2.0100e+00
383 1.6660e-01 1.3733e-01 3.2483e+00 2.2595e+00 1.3810e-01 1.8887e-01 2.0151e+00
384 1.6520e-01 1.3745e-01 3.2508e+00 2.2601e+00 1.4033e-01 1.9033e-01 2.0202e+00
385 1.6380e-01 1.3718e-01 3.2538e+00 2.2615e+00 1.4135e-01 1.9120e-01 2.0254e+00
386 1.6380e-01 1.3718e-01 3.2538e+00 2.2615e+00 1.4135e-01 1.9120e-01 2.0302e+00
387 1.6360e-01 1.3680e-01 3.2575e+00 2.2648e+00 1.4344e-01 1.9271e-01 2.0354e+00
388 1.6360e-01 1.3680e-01 3.2575e+00 2.2648e+00 1.4344e-01 1.9271e-01 2.0402e+00
389 1.6220e-01 1.3632e-01 3.2615e+00 2.2699e+00 1.4134e-01 1.9660e-01 2.0453e+00
390 1.6300e-01 1.3645e-01 3.2651e+00 2.2699e+00 1.4235e-01 1.9621e-01 2.0504e+00
391 1.6360e-01 1.3598e-01 3.2657e+00 2.2744e+00 1.4148e-01 1.9551e-01 2.0556e+00
392 1.6360e-01 1.3598e-01 3.2657e+00 2.2744e+00 1.4148e-01 1.9551e-01 2.0604e+00
393 1.6320e-01 1.3557e-01 3.2676e+00 2.2776e+00 1.4074e-01 1.9758e-01 2.0655e+00
394 1.6340e-01 1.3598e-01 3.2629e+00 2.2833e+00 1.3883e-01 1.9594e-01 2.0707e+00
395 1.6260e-01 1.3507e-01 3.2682e+00 2.2870e+00 1.3871e-01 1.9618e-01 2.0758e+00
396 1.6260e-01 1.3507e-01 3.2682e+00 2.2870e+00 1.3871e-01 1.9618e-01 2.0806e+00
397 1.6260e-01 1.3507e-01 3.2682e+00 2.2870e+00 1.3871e-01 1.9618e-01 2.0854e+00
398 1.6260e-01 1.3507e-01 3.2682e+00 2.2870e+00 1.3871e-01 1.9618e-01 2.0903e+00
399 1.6060e-01 1.3497e-01 3.2715e+00 2.2936e+00 1.3419e-01 1.9598e-01 2.0954e+00
400 1.6220e-01 1.3525e-01 3.2765e+00 2.2982e+00 1.3306e-01 1.9554e-01 2.1005e+00
401 1.5980e-01 1.3433e-01 3.2787e+00 2.2982e+00 1.3346e-01 1.9581e-01 2.1056e+00
402 1.5980e-01 1.3433e-01 3.2787e+00 2.2982e+00 1.3346e-01 1.9581e-01 2.1105e+00
403 1.6000e-01 1.3427e-01 3.2791e+00 2.3025e+00 1.3422e-01 1.9529e-01 2.1156e+00
404 1.5920e-01 1.3442e-01 3.2831e+00 2.3077e+00 1.3302e-01 1.9861e-01 2.1207e+00
405 1.5940e-01 1.3405e-01 3.2854e+00 2.3082e+00 1.3388e-01 1.9745e-01 2.1259e+00
406 1.6020e-01 1.3430e-01 3.2905e+00 2.3103e+00 1.3609e-01 1.9846e-01 2.1310e+00
407 1.6060e-01 1.3448e-01 3.2958e+00 2.3127e+00 1.3449e-01 1.9974e-01 2.1362e+00
408 1.6000e-01 1.3435e-01 3.2981e+00 2.3192e+00 1.3637e-01 2.0266e-01 2.1414e+00
409 1.5860e-01 1.3313e-01 3.3017e+00 2.3242e+00 1.4088e-01 2.0405e-01 2.1465e+00
410 1.5940e-01 1.3302e-01 3.3035e+00 2.3295e+00 1.4490e-01 2.0368e-01 2.1516e+00
411 1.5860e-01 1.3303e-01 3.3083e+00 2.3369e+00 1.4555e-01 2.0540e-01 2.1568e+00
412 1.5820e-01 1.3260e-01 3.3091e+00 2.3412e+00 1.4311e-01 2.0549e-01 2.1619e+00
413 1.5840e-01 1.3218e-01 3.3095e+00 2.3470e+00 1.4149e-01 2.0427e-01 2.1670e+00
414 1.5900e-01 1.3247e-01 3.3146e+00 2.3515e+00 1.4490e-01 2.0292e-01 2.1721e+00
415 1.5720e-01 1.3222e-01 3.3183e+00 2.3555e+00 1.4629e-01 1.9994e-01 2.1774e+00
416 1.5840e-01 1.3278e-01 3.3218e+00 2.3604e+00 1.4733e-01 2.0094e-01 2.1825e+00
417 1.5720e-01 1.3248e-01 3.3249e+00 2.3643e+00 1.4810e-01 2.0040e-01 2.1876e+00
418 1.5860e-01 1.3257e-01 3.3264e+00 2.3688e+00 1.4838e-01 1.9846e-01 2.1928e+00
419 1.5780e-01 1.3290e-01 3.3285e+00 2.3720e+00 1.5008e-01 2.0300e-01 2.1979e+00
420 1.5720e-01 1.3255e-01 3.3341e+00 2.3724e+00 1.5251e-01 2.0605e-01 2.2030e+00
421 1.5480e-01 1.3228e-01 3.3338e+00 2.3736e+00 1.5370e-01 2.0462e-01 2.2081e+00
422 1.5640e-01 1.3185e-01 3.3366e+00 2.3772e+00 1.5428e-01 2.0387e-01 2.2132e+00
423 1.5600e-01 1.3165e-01 3.3360e+00 2.3809e+00 1.5149e-01 2.0370e-01 2.2184e+00
424 1.5580e-01 1.3145e-01 3.3372e+00 2.3852e+00 1.5062e-01 2.0232e-01 2.2235e+00
425 1.5580e-01 1.3145e-01 3.3372e+00 2.3852e+00 1.5062e-01 2.0232e-01 2.2283e+00
426 1.5620e-01 1.3137e-01 3.3426e+00 2.3866e+00 1.4987e-01 2.0389e-01 2.2335e+00
427 1.5600e-01 1.3137e-01 3.3472e+00 2.3858e+00 1.4791e-01 2.0618e-01 2.2386e+00
428 1.5700e-01 1.3150e-01 3.3503e+00 2.3900e+00 1.4653e-01 2.0992e-01 2.2437e+00
429 1.5700e-01 1.3132e-01 3.3511e+00 2.3940e+00 1.4882e-01 2.0979e-01 2.2489e+00
430 1.5500e-01 1.3167e-01 3.3570e+00 2.3956e+00 1.4960e-01 2.1018e-01 2.2540e+00
431 1.5580e-01 1.3152e-01 3.3589e+00 2.3971e+00 1.4887e-01 2.0946e-01 2.2592e+00
432 1.5400e-01 1.3118e-01 3.3607e+00 2.4031e+00 1.5147e-01 2.1470e-01 2.2643e+00
433 1.5440e-01 1.3130e-01 3.3603e+00 2.4054e+00 1.4962e-01 2.1568e-01 2.2694e+00
434 1.5440e-01 1.3130e-01 3.3603e+00 2.4054e+00 1.4962e-01 2.1568e-01 2.2742e+00
435 1.5420e-01 1.3090e-01 3.3675e+00 2.4062e+00 1.4895e-01 2.1188e-01 2.2793e+00
436 1.5480e-01 1.3050e-01 3.3669e+00 2.4078e+00 1.5370e-01 2.1389e-01 2.2844e+00
437 1.5480e-01 1.3088e-01 3.3712e+00 2.4139e+00 1.5509e-01 2.1211e-01 2.2895e+00
438 1.5400e-01 1.2988e-01 3.3764e+00 2.4138e+00 1.5543e-01 2.1082e-01 2.2946e+00
439 1.5380e-01 1.3070e-01 3.3788e+00 2.4197e+00 1.5526e-01 2.1035e-01 2.2998e+00
440 1.5160e-01 1.3047e-01 3.3821e+00 2.4222e+00 1.5458e-01 2.1195e-01 2.3049e+00
441 1.5140e-01 1.3050e-01 3.3824e+00 2.4281e+00 1.5633e-01 2.1413e-01 2.3100e+00
442 1.5100e-01 1.3020e-01 3.3886e+00 2.4302e+00 1.5722e-01 2.1496e-01 2.3151e+00
443 1.5200e-01 1.2967e-01 3.3899e+00 2.4317e+00 1.5961e-01 2.1726e-01 2.3203e+00
444 1.5020e-01 1.2942e-01 3.3902e+00 2.4335e+00 1.5928e-01 2.1562e-01 2.3254e+00
445 1.5080e-01 1.2932e-01 3.3926e+00 2.4367e+00 1.6199e-01 2.1610e-01 2.3305e+00
446 1.5120e-01 1.2900e-01 3.3929e+00 2.4389e+00 1.6445e-01 2.1507e-01 2.3356e+00
447 1.5120e-01 1.2900e-01 3.3929e+00 2.4389e+00 1.6445e-01 2.1507e-01 2.3405e+00
448 1.5140e-01 1.2877e-01 3.3971e+00 2.4412e+00 1.6302e-01 2.1496e-01 2.3456e+00
449 1.5140e-01 1.2877e-01 3.3971e+00 2.4412e+00 1.6302e-01 2.1496e-01 2.3504e+00
450 1.5100e-01 1.2912e-01 3.4019e+00 2.4444e+00 1.6305e-01 2.1617e-01 2.3555e+00
451 1.5040e-01 1.2872e-01 3.4063e+00 2.4433e+00 1.6079e-01 2.1644e-01 2.3606e+00
452 1.5040e-01 1.2892e-01 3.4058e+00 2.4496e+00 1.6100e-01 2.1683e-01 2.3657e+00
453 1.5020e-01 1.2825e-01 3.4086e+00 2.4534e+00 1.5750e-01 2.1797e-01 2.3708e+00
454 1.4900e-01 1.2845e-01 3.4090e+00 2.4554e+00 1.5483e-01 2.2182e-01 2.3760e+00
455 1.4960e-01 1.2873e-01 3.4090e+00 2.4586e+00 1.5251e-01 2.2031e-01 2.3811e+00
456 1.5060e-01 1.2818e-01 3.4090e+00 2.4606e+00 1.5265e-01 2.1962e-01 2.3862e+00
457 1.5100e-01 1.2712e-01 3.4111e+00 2.4607e+00 1.5002e-01 2.2200e-01 2.3914e+00
458 1.5100e-01 1.2712e-01 3.4111e+00 2.4607e+00 1.5002e-01 2.2200e-01 2.3962e+00
459 1.5100e-01 1.2712e-01 3.4111e+00 2.4607e+00 1.5002e-01 2.2200e-01 2.4010e+00
460 1.5140e-01 1.2745e-01 3.4155e+00 2.4625e+00 1.5192e-01 2.2090e-01 2.4062e+00
461 1.5040e-01 1.2780e-01 3.4188e+00 2.4662e+00 1.5340e-01 2.2274e-01 2.4113e+00
462 1.4960e-01 1.2813e-01 3.4210e+00 2.4718e+00 1.5344e-01 2.2599e-01 2.4164e+00
463 1.4880e-01 1.2742e-01 3.4228e+00 2.4783e+00 1.4981e-01 2.2270e-01 2.4216e+00
464 1.4880e-01 1.2732e-01 3.4243e+00 2.4825e+00 1.5149e-01 2.1938e-01 2.4267e+00
465 1.4960e-01 1.2692e-01 3.4268e+00 2.4877e+00 1.5148e-01 2.1951e-01 2.4318e+00
466 1.4720e-01 1.2708e-01 3.4297e+00 2.4886e+00 1.5020e-01 2.1911e-01 2.4369e+00
467 1.4840e-01 1.2670e-01 3.4309e+00 2.4895e+00 1.5377e-01 2.1581e-01 2.4420e+00
468 1.4740e-01 1.2698e-01 3.4333e+00 2.4917e+00 1.5372e-01 2.1536e-01 2.4472e+00
469 1.4900e-01 1.2703e-01 3.4379e+00 2.4960e+00 1.5553e-01 2.1741e-01 2.4523e+00
470 1.4880e-01 1.2692e-01 3.4406e+00 2.5019e+00 1.5476e-01 2.1932e-01 2.4575e+00
471 1.5000e-01 1.2665e-01 3.4409e+00 2.5097e+00 1.5761e-01 2.1950e-01 2.4626e+00
472 1.4920e-01 1.2700e-01 3.4422e+00 2.5142e+00 1.5873e-01 2.2135e-01 2.4677e+00
473 1.4900e-01 1.2688e-01 3.4419e+00 2.5145e+00 1.5469e-01 2.2277e-01 2.4728e+00
474 1.4960e-01 1.2660e-01 3.4438e+00 2.5182e+00 1.5195e-01 2.2479e-01 2.4779e+00
475 1.4940e-01 1.2642e-01 3.4433e+00 2.5220e+00 1.5408e-01 2.2830e-01 2.4830e+00
476 1.4940e-01 1.2642e-01 3.4433e+00 2.5220e+00 1.5408e-01 2.2830e-01 2.4878e+00
477 1.5040e-01 1.2603e-01 3.4500e+00 2.5252e+00 1.5498e-01 2.2633e-01 2.4929e+00
478 1.5040e-01 1.2603e-01 3.4500e+00 2.5252e+00 1.5498e-01 2.2633e-01 2.4977e+00
479 1.4840e-01 1.2632e-01 3.4498e+00 2.5268e+00 1.5632e-01 2.2672e-01 2.5028e+00
480 1.4880e-01 1.2630e-01 3.4493e+00 2.5326e+00 1.5443e-01 2.2862e-01 2.5080e+00
481 1.4880e-01 1.2613e-01 3.4494e+00 2.5358e+00 1.5447e-01 2.2956e-01 2.5131e+00
482 1.4880e-01 1.2613e-01 3.4494e+00 2.5358e+00 1.5447e-01 2.2956e-01 2.5179e+00
483 1.4960e-01 1.2547e-01 3.4469e+00 2.5372e+00 1.5272e-01 2.3250e-01 2.5230e+00
484 1.4840e-01 1.2577e-01 3.4508e+00 2.5369e+00 1.5461e-01 2.2893e-01 2.5282e+00
485 1.4840e-01 1.2577e-01 3.4508e+00 2.5369e+00 1.5461e-01 2.2893e-01 2.5330e+00
486 1.4840e-01 1.2577e-01 3.4508e+00 2.5369e+00 1.5461e-01 2.2893e-01 2.5378e+00
487 1.4760e-01 1.2543e-01 3.4488e+00 2.5399e+00 1.5089e-01 2.3001e-01 2.5429e+00
488 1.4880e-01 1.2533e-01 3.4518e+00 2.5430e+00 1.5239e-01 2.2999e-01 2.5481e+00
489 1.4840e-01 1.2495e-01 3.4546e+00 2.5465e+00 1.5265e-01 2.2914e-01 2.5532e+00
490 1.4800e-01 1.2503e-01 3.4557e+00 2.5497e+00 1.5234e-01 2.2988e-01 2.5585e+00
491 1.4800e-01 1.2503e-01 3.4557e+00 2.5497e+00 1.5234e-01 2.2988e-01 2.5633e+00
492 1.4800e-01 1.2503e-01 3.4557e+00 2.5497e+00 1.5234e-01 2.2988e-01 2.5682e+00
493 1.4820e-01 1.2505e-01 3.4565e+00 2.5534e+00 1.5236e-01 2.2935e-01 2.5733e+00
494 1.4840e-01 1.2545e-01 3.4562e+00 2.5544e+00 1.5285e-01 2.2788e-01 2.5784e+00
495 1.4820e-01 1.2557e-01 3.4574e+00 2.5588e+00 1.5229e-01 2.3137e-01 2.5836e+00
496 1.4900e-01 1.2520e-01 3.4606e+00 2.5656e+00 1.4952e-01 2.3565e-01 2.5887e+00
497 1.4900e-01 1.2520e-01 3.4606e+00 2.5656e+00 1.4952e-01 2.3565e-01 2.5936e+00
498 1.4880e-01 1.2418e-01 3.4640e+00 2.5703e+00 1.4510e-01 2.3467e-01 2.5987e+00
499 1.4700e-01 1.2452e-01 3.4675e+00 2.5711e+00 1.4807e-01 2.3431e-01 2.6038e+00
500 1.4600e-01 1.2475e-01 3.4661e+00 2.5747e+00 1.5030e-01 2.3625e-01 2.6089e+00
501 1.4940e-01 1.2415e-01 3.4689e+00 2.5778e+00 1.4936e-01 2.3849e-01 2.6141e+00
502 1.4680e-01 1.2357e-01 3.4746e+00 2.5803e+00 1.4639e-01 2.4067e-01 2.6192e+00
503 1.4820e-01 1.2460e-01 3.4763e+00 2.5845e+00 1.4729e-01 2.4032e-01 2.6243e+00
504 1.4740e-01 1.2442e-01 3.4804e+00 2.5892e+00 1.4967e-01 2.4242e-01 2.6295e+00
505 1.4700e-01 1.2420e-01 3.4849e+00 2.5934e+00 1.5069e-01 2.4180e-01 2.6346e+00
506 1.4700e-01 1.2420e-01 3.4849e+00 2.5934e+00 1.5069e-01 2.4180e-01 2.6394e+00
507 1.4540e-01 1.2385e-01 3.4897e+00 2.5975e+00 1.4964e-01 2.4440e-01 2.6445e+00
508 1.4640e-01 1.2398e-01 3.4922e+00 2.6028e+00 1.4985e-01 2.4675e-01 2.6497e+00
509 1.4540e-01 1.2315e-01 3.4949e+00 2.6022e+00 1.5029e-01 2.4574e-01 2.6548e+00
510 1.4620e-01 1.2282e-01 3.4994e+00 2.6058e+00 1.5179e-01 2.4696e-01 2.6600e+00
511 1.4780e-01 1.2213e-01 3.5004e+00 2.6096e+00 1.5549e-01 2.4708e-01 2.6651e+00
512 1.4920e-01 1.2227e-01 3.5026e+00 2.6126e+00 1.5319e-01 2.5076e-01 2.6703e+00
513 1.4840e-01 1.2227e-01 3.5028e+00 2.6115e+00 1.5101e-01 2.5524e-01 2.6754e+00
514 1.4840e-01 1.2227e-01 3.5028e+00 2.6115e+00 1.5101e-01 2.5524e-01 2.6802e+00
515 1.4840e-01 1.2197e-01 3.5043e+00 2.6129e+00 1.4867e-01 2.5647e-01 2.6853e+00
516 1.4740e-01 1.2192e-01 3.5031e+00 2.6139e+00 1.5067e-01 2.5701e-01 2.6904e+00
517 1.4700e-01 1.2177e-01 3.5041e+00 2.6154e+00 1.5156e-01 2.5790e-01 2.6955e+00
518 1.4640e-01 1.2168e-01 3.5041e+00 2.6179e+00 1.5104e-01 2.6069e-01 2.7006e+00
519 1.4640e-01 1.2133e-01 3.5104e+00 2.6194e+00 1.5072e-01 2.6152e-01 2.7057e+00
520 1.4640e-01 1.2145e-01 3.5127e+00 2.6193e+00 1.5159e-01 2.6346e-01 2.7108e+00
521 1.4640e-01 1.2145e-01 3.5127e+00 2.6193e+00 1.5159e-01 2.6346e-01 2.7157e+00
522 1.4660e-01 1.2120e-01 3.5130e+00 2.6183e+00 1.5239e-01 2.6531e-01 2.7211e+00
523 1.4600e-01 1.2118e-01 3.5134e+00 2.6187e+00 1.5469e-01 2.6211e-01 2.7262e+00
524 1.4580e-01 1.2085e-01 3.5192e+00 2.6229e+00 1.5625e-01 2.6171e-01 2.7313e+00
525 1.4320e-01 1.2023e-01 3.5187e+00 2.6252e+00 1.5491e-01 2.6306e-01 2.7364e+00
526 1.4580e-01 1.2058e-01 3.5232e+00 2.6293e+00 1.5431e-01 2.6049e-01 2.7415e+00
527 1.4640e-01 1.1998e-01 3.5241e+00 2.6307e+00 1.5305e-01 2.5748e-01 2.7466e+00
528 1.4600e-01 1.2048e-01 3.5254e+00 2.6343e+00 1.5394e-01 2.5616e-01 2.7517e+00
529 1.4560e-01 1.2053e-01 3.5286e+00 2.6363e+00 1.5158e-01 2.5473e-01 2.7569e+00
530 1.4540e-01 1.1995e-01 3.5307e+00 2.6392e+00 1.5140e-01 2.5233e-01 2.7620e+00
531 1.4460e-01 1.1997e-01 3.5277e+00 2.6459e+00 1.4866e-01 2.5473e-01 2.7671e+00
532 1.4500e-01 1.1985e-01 3.5279e+00 2.6470e+00 1.5088e-01 2.5686e-01 2.7723e+00
533 1.4420e-01 1.1940e-01 3.5301e+00 2.6476e+00 1.5253e-01 2.5705e-01 2.7774e+00
534 1.4400e-01 1.1947e-01 3.5322e+00 2.6497e+00 1.5148e-01 2.5868e-01 2.7825e+00
535 1.4400e-01 1.1947e-01 3.5322e+00 2.6497e+00 1.5148e-01 2.5868e-01 2.7873e+00
536 1.4360e-01 1.1928e-01 3.5311e+00 2.6500e+00 1.5338e-01 2.5695e-01 2.7924e+00
537 1.4360e-01 1.1937e-01 3.5308e+00 2.6496e+00 1.5524e-01 2.5533e-01 2.7975e+00
538 1.4380e-01 1.1957e-01 3.5356e+00 2.6520e+00 1.5532e-01 2.5786e-01 2.8026e+00
539 1.4380e-01 1.1957e-01 3.5356e+00 2.6520e+00 1.5532e-01 2.5786e-01 2.8075e+00
540 1.4440e-01 1.1963e-01 3.5339e+00 2.6545e+00 1.5453e-01 2.6067e-01 2.8126e+00
541 1.4300e-01 1.1937e-01 3.5337e+00 2.6583e+00 1.5108e-01 2.6245e-01 2.8177e+00
542 1.4460e-01 1.1980e-01 3.5352e+00 2.6604e+00 1.4558e-01 2.6323e-01 2.8227e+00
543 1.4380e-01 1.1960e-01 3.5372e+00 2.6608e+00 1.4713e-01 2.6453e-01 2.8279e+00
544 1.4500e-01 1.1927e-01 3.5373e+00 2.6629e+00 1.4599e-01 2.6357e-01 2.8330e+00
545 1.4400e-01 1.1888e-01 3.5365e+00 2.6638e+00 1.4727e-01 2.6203e-01 2.8381e+00
546 1.4320e-01 1.1898e-01 3.5355e+00 2.6650e+00 1.4953e-01 2.5918e-01 2.8433e+00
547 1.4380e-01 1.1887e-01 3.5390e+00 2.6690e+00 1.4939e-01 2.5865e-01 2.8484e+00
548 1.4500e-01 1.1868e-01 3.5399e+00 2.6705e+00 1.4938e-01 2.6294e-01 2.8535e+00
549 1.4460e-01 1.1857e-01 3.5433e+00 2.6696e+00 1.4891e-01 2.5989e-01 2.8586e+00
550 1.4340e-01 1.1853e-01 3.5412e+00 2.6729e+00 1.4948e-01 2.5748e-01 2.8637e+00
551 1.4320e-01 1.1815e-01 3.5429e+00 2.6754e+00 1.5150e-01 2.5794e-01 2.8688e+00
552 1.4380e-01 1.1842e-01 3.5435e+00 2.6792e+00 1.4863e-01 2.5877e-01 2.8740e+00
553 1.4420e-01 1.1818e-01 3.5457e+00 2.6820e+00 1.4892e-01 2.5910e-01 2.8791e+00
554 1.4320e-01 1.1787e-01 3.5487e+00 2.6793e+00 1.4926e-01 2.5940e-01 2.8843e+00
555 1.4400e-01 1.1752e-01 3.5505e+00 2.6856e+00 1.4867e-01 2.6043e-01 2.8894e+00
556 1.4220e-01 1.1717e-01 3.5554e+00 2.6890e+00 1.5394e-01 2.5779e-01 2.8946e+00
