t test_loss train_loss W_norm W_2_norm b_norm b_2_norm time
39613 1.3520e-01 1.1167e-01 3.1525e+00 3.6087e+00 1.7327e+00 3.9040e-01 3.0739e+02
39690 1.3540e-01 1.1167e-01 3.1783e+00 3.6251e+00 1.7663e+00 3.8331e-01 3.0797e+02
39767 1.3380e-01 1.1265e-01 3.2142e+00 3.5935e+00 1.7607e+00 3.7834e-01 3.0854e+02
39844 1.3200e-01 1.1237e-01 3.2363e+00 3.5840e+00 1.7658e+00 3.7688e-01 3.0912e+02
39921 1.3260e-01 1.1263e-01 3.2614e+00 3.5471e+00 1.7582e+00 3.4598e-01 3.0970e+02
39998 1.2760e-01 1.1177e-01 3.2906e+00 3.5041e+00 1.7620e+00 3.1022e-01 3.1028e+02
40076 1.2800e-01 1.1030e-01 3.3040e+00 3.5789e+00 1.7607e+00 3.2978e-01 3.1086e+02
40153 1.2920e-01 1.1165e-01 3.3006e+00 3.5658e+00 1.8053e+00 3.4328e-01 3.1144e+02
40231 1.3020e-01 1.1067e-01 3.3439e+00 3.5345e+00 1.8413e+00 3.5903e-01 3.1203e+02
40309 1.3340e-01 1.1018e-01 3.3434e+00 3.5440e+00 1.8419e+00 3.4920e-01 3.1261e+02
40387 1.3740e-01 1.1153e-01 3.3645e+00 3.5025e+00 1.8295e+00 3.5164e-01 3.1320e+02
40465 1.3480e-01 1.1267e-01 3.3755e+00 3.4825e+00 1.8278e+00 3.6396e-01 3.1378e+02
40544 1.2820e-01 1.1068e-01 3.3758e+00 3.4672e+00 1.8150e+00 3.3831e-01 3.1437e+02
40622 1.2840e-01 1.0913e-01 3.3841e+00 3.4301e+00 1.7628e+00 3.6191e-01 3.1495e+02
40701 1.2960e-01 1.0930e-01 3.3795e+00 3.4609e+00 1.7616e+00 3.4374e-01 3.1555e+02
40780 1.3680e-01 1.1122e-01 3.3739e+00 3.4749e+00 1.6810e+00 3.4467e-01 3.1614e+02
40859 1.3580e-01 1.1050e-01 3.3493e+00 3.5213e+00 1.6459e+00 3.3847e-01 3.1673e+02
40938 1.3500e-01 1.0887e-01 3.3715e+00 3.5273e+00 1.6501e+00 3.2357e-01 3.1732e+02
41017 1.3500e-01 1.1345e-01 3.3704e+00 3.5607e+00 1.6233e+00 2.8925e-01 3.1792e+02
41096 1.3840e-01 1.1143e-01 3.3518e+00 3.5873e+00 1.6089e+00 2.7376e-01 3.1851e+02
41176 1.3440e-01 1.1088e-01 3.3411e+00 3.6064e+00 1.5664e+00 2.9242e-01 3.1912e+02
41256 1.3720e-01 1.1308e-01 3.3046e+00 3.6039e+00 1.5693e+00 2.7746e-01 3.1972e+02
41336 1.4040e-01 1.1287e-01 3.3012e+00 3.6362e+00 1.5816e+00 2.5007e-01 3.2032e+02
41416 1.3620e-01 1.1363e-01 3.2606e+00 3.6141e+00 1.5533e+00 2.8902e-01 3.2092e+02
41496 1.3480e-01 1.1300e-01 3.2375e+00 3.6104e+00 1.5437e+00 2.8362e-01 3.2152e+02
41576 1.3340e-01 1.1105e-01 3.2122e+00 3.5895e+00 1.5771e+00 2.7598e-01 3.2212e+02
41657 1.3340e-01 1.1095e-01 3.1431e+00 3.5903e+00 1.5619e+00 2.6153e-01 3.2272e+02
41737 1.3340e-01 1.1137e-01 3.1334e+00 3.5958e+00 1.5438e+00 2.7000e-01 3.2333e+02
41818 1.3580e-01 1.1147e-01 3.1201e+00 3.6121e+00 1.5259e+00 2.9287e-01 3.2393e+02
41899 1.3480e-01 1.1228e-01 3.0825e+00 3.5807e+00 1.5303e+00 3.0140e-01 3.2454e+02
41980 1.3540e-01 1.1222e-01 3.1184e+00 3.5737e+00 1.5102e+00 2.7881e-01 3.2515e+02
42062 1.3340e-01 1.1155e-01 3.1257e+00 3.6009e+00 1.4893e+00 2.9376e-01 3.2577e+02
42143 1.3320e-01 1.1087e-01 3.1472e+00 3.5924e+00 1.5121e+00 2.6685e-01 3.2638e+02
42225 1.4000e-01 1.1365e-01 3.1744e+00 3.6081e+00 1.4843e+00 2.9546e-01 3.2699e+02
42307 1.3340e-01 1.1188e-01 3.1457e+00 3.6170e+00 1.4830e+00 2.7649e-01 3.2761e+02
42389 1.3260e-01 1.0932e-01 3.1527e+00 3.5752e+00 1.4808e+00 3.2404e-01 3.2822e+02
42471 1.3220e-01 1.1012e-01 3.1648e+00 3.6115e+00 1.4703e+00 3.3789e-01 3.2884e+02
42553 1.3680e-01 1.1118e-01 3.2030e+00 3.5965e+00 1.4702e+00 3.5542e-01 3.2945e+02
42635 1.3540e-01 1.1185e-01 3.1648e+00 3.5464e+00 1.4901e+00 3.6856e-01 3.3007e+02
42718 1.3480e-01 1.1008e-01 3.1487e+00 3.5606e+00 1.5086e+00 3.9584e-01 3.3070e+02
42801 1.2920e-01 1.1052e-01 3.1830e+00 3.5661e+00 1.4728e+00 3.2500e-01 3.3132e+02
42883 1.3060e-01 1.1225e-01 3.2176e+00 3.5456e+00 1.4559e+00 3.3270e-01 3.3194e+02
42967 1.3000e-01 1.1015e-01 3.2223e+00 3.5567e+00 1.4139e+00 3.5215e-01 3.3257e+02
43050 1.3020e-01 1.1040e-01 3.2598e+00 3.5257e+00 1.4623e+00 3.0464e-01 3.3319e+02
43133 1.3160e-01 1.0940e-01 3.2206e+00 3.5419e+00 1.5195e+00 2.9314e-01 3.3382e+02
43217 1.3300e-01 1.0927e-01 3.2286e+00 3.5434e+00 1.4780e+00 2.5343e-01 3.3445e+02
43300 1.2800e-01 1.0878e-01 3.2698e+00 3.5346e+00 1.4816e+00 2.7457e-01 3.3507e+02
43384 1.3100e-01 1.0950e-01 3.3167e+00 3.5168e+00 1.4554e+00 2.7300e-01 3.3570e+02
43468 1.2920e-01 1.1107e-01 3.2847e+00 3.5372e+00 1.4813e+00 2.7634e-01 3.3632e+02
43552 1.3120e-01 1.0833e-01 3.2957e+00 3.5498e+00 1.4787e+00 2.8180e-01 3.3695e+02
43637 1.3120e-01 1.1135e-01 3.3018e+00 3.5696e+00 1.5024e+00 3.2302e-01 3.3759e+02
43721 1.3380e-01 1.1315e-01 3.2953e+00 3.5417e+00 1.4854e+00 3.1329e-01 3.3822e+02
43806 1.3280e-01 1.1263e-01 3.2917e+00 3.5387e+00 1.4743e+00 3.4451e-01 3.3886e+02
43891 1.3260e-01 1.1402e-01 3.3077e+00 3.5170e+00 1.4797e+00 3.5319e-01 3.3950e+02
43976 1.3300e-01 1.1440e-01 3.2883e+00 3.5133e+00 1.4636e+00 3.1357e-01 3.4013e+02
44061 1.2920e-01 1.1428e-01 3.2804e+00 3.5279e+00 1.4590e+00 3.1218e-01 3.4076e+02
44146 1.3180e-01 1.1522e-01 3.2929e+00 3.5740e+00 1.4823e+00 3.4375e-01 3.4140e+02
44232 1.2840e-01 1.1560e-01 3.3058e+00 3.5748e+00 1.4946e+00 3.4077e-01 3.4204e+02
44317 1.3280e-01 1.1595e-01 3.3046e+00 3.5888e+00 1.5204e+00 3.2502e-01 3.4268e+02
44403 1.2820e-01 1.1422e-01 3.3181e+00 3.5533e+00 1.4942e+00 3.2982e-01 3.4332e+02
44489 1.2780e-01 1.1413e-01 3.3266e+00 3.5744e+00 1.5100e+00 3.4168e-01 3.4397e+02
44575 1.2900e-01 1.1313e-01 3.3258e+00 3.5820e+00 1.4976e+00 4.1456e-01 3.4461e+02
44662 1.3420e-01 1.1518e-01 3.3170e+00 3.6074e+00 1.4960e+00 3.8911e-01 3.4526e+02
44748 1.3140e-01 1.1907e-01 3.3289e+00 3.5859e+00 1.4397e+00 3.5414e-01 3.4591e+02
44835 1.2740e-01 1.1360e-01 3.3222e+00 3.5873e+00 1.4569e+00 3.8126e-01 3.4656e+02
44922 1.2620e-01 1.1485e-01 3.2653e+00 3.5675e+00 1.4610e+00 3.7039e-01 3.4721e+02
45009 1.3140e-01 1.1375e-01 3.2071e+00 3.5718e+00 1.4747e+00 3.5221e-01 3.4786e+02
45096 1.2800e-01 1.1260e-01 3.2633e+00 3.5874e+00 1.4615e+00 3.5826e-01 3.4851e+02
45183 1.2800e-01 1.1402e-01 3.2516e+00 3.6095e+00 1.4569e+00 3.5808e-01 3.4917e+02
45271 1.2720e-01 1.1263e-01 3.2460e+00 3.6206e+00 1.4254e+00 3.6550e-01 3.4983e+02
45358 1.3040e-01 1.1392e-01 3.2317e+00 3.6457e+00 1.4454e+00 3.4629e-01 3.5048e+02
45446 1.2860e-01 1.1437e-01 3.2233e+00 3.6514e+00 1.4455e+00 3.1117e-01 3.5114e+02
45534 1.2980e-01 1.1475e-01 3.1992e+00 3.6393e+00 1.4728e+00 3.0926e-01 3.5180e+02
45622 1.2540e-01 1.1457e-01 3.1598e+00 3.6347e+00 1.5045e+00 3.1670e-01 3.5246e+02
45711 1.2920e-01 1.1230e-01 3.1902e+00 3.6383e+00 1.5252e+00 3.1773e-01 3.5312e+02
45799 1.2860e-01 1.1245e-01 3.1834e+00 3.6021e+00 1.5403e+00 3.1484e-01 3.5378e+02
45888 1.2780e-01 1.0995e-01 3.1693e+00 3.6038e+00 1.5644e+00 3.2704e-01 3.5445e+02
45977 1.3540e-01 1.1000e-01 3.1385e+00 3.5865e+00 1.5473e+00 3.3167e-01 3.5512e+02
46066 1.2800e-01 1.1013e-01 3.1372e+00 3.6344e+00 1.5915e+00 3.0130e-01 3.5579e+02
46155 1.3060e-01 1.1042e-01 3.1562e+00 3.6257e+00 1.5907e+00 3.0752e-01 3.5645e+02
46244 1.2780e-01 1.0995e-01 3.1687e+00 3.6153e+00 1.6005e+00 3.0036e-01 3.5712e+02
46334 1.2840e-01 1.1023e-01 3.2026e+00 3.6324e+00 1.5854e+00 2.9258e-01 3.5780e+02
46424 1.2700e-01 1.1188e-01 3.2206e+00 3.6221e+00 1.5642e+00 3.0743e-01 3.5847e+02
46514 1.2980e-01 1.1052e-01 3.2343e+00 3.6119e+00 1.5801e+00 2.9165e-01 3.5915e+02
46604 1.3320e-01 1.1090e-01 3.2250e+00 3.5910e+00 1.5558e+00 2.7173e-01 3.5983e+02
46694 1.3540e-01 1.1172e-01 3.2041e+00 3.5760e+00 1.5597e+00 3.2066e-01 3.6050e+02
46784 1.3320e-01 1.1007e-01 3.2247e+00 3.6223e+00 1.5759e+00 3.1295e-01 3.6118e+02
46875 1.3180e-01 1.0998e-01 3.2376e+00 3.5921e+00 1.6140e+00 2.9552e-01 3.6186e+02
46966 1.3000e-01 1.1002e-01 3.2298e+00 3.6283e+00 1.6034e+00 3.0454e-01 3.6254e+02
47057 1.3100e-01 1.1023e-01 3.2474e+00 3.6091e+00 1.5835e+00 3.1427e-01 3.6323e+02
47148 1.3000e-01 1.0838e-01 3.2498e+00 3.6242e+00 1.5770e+00 3.1279e-01 3.6391e+02
47239 1.2960e-01 1.1247e-01 3.2269e+00 3.6063e+00 1.5970e+00 3.5676e-01 3.6459e+02
47331 1.3320e-01 1.1347e-01 3.2644e+00 3.6061e+00 1.6292e+00 3.7159e-01 3.6528e+02
47422 1.3160e-01 1.0940e-01 3.2562e+00 3.6274e+00 1.6194e+00 3.8094e-01 3.6596e+02
47514 1.3280e-01 1.1045e-01 3.2653e+00 3.6085e+00 1.5919e+00 3.6327e-01 3.6665e+02
47606 1.3160e-01 1.1020e-01 3.3016e+00 3.6049e+00 1.5889e+00 3.2163e-01 3.6734e+02
47698 1.2700e-01 1.0960e-01 3.3244e+00 3.6775e+00 1.6050e+00 3.0610e-01 3.6803e+02
47791 1.3040e-01 1.1052e-01 3.2794e+00 3.6634e+00 1.5726e+00 2.9807e-01 3.6873e+02
47883 1.3000e-01 1.1002e-01 3.2994e+00 3.6185e+00 1.6272e+00 3.0409e-01 3.6942e+02
47976 1.3240e-01 1.1235e-01 3.2650e+00 3.6463e+00 1.6356e+00 3.4701e-01 3.7012e+02
48069 1.3320e-01 1.1122e-01 3.2734e+00 3.6562e+00 1.5993e+00 3.3874e-01 3.7082e+02
48162 1.3120e-01 1.1085e-01 3.2664e+00 3.7004e+00 1.5728e+00 3.4240e-01 3.7151e+02
48255 1.3540e-01 1.1227e-01 3.2748e+00 3.6815e+00 1.5771e+00 3.5317e-01 3.7221e+02
48349 1.2920e-01 1.1065e-01 3.2910e+00 3.6968e+00 1.5937e+00 3.5744e-01 3.7291e+02
48442 1.3860e-01 1.1120e-01 3.3302e+00 3.7045e+00 1.6059e+00 3.8331e-01 3.7361e+02
48536 1.3280e-01 1.0973e-01 3.3633e+00 3.6901e+00 1.5947e+00 3.6024e-01 3.7432e+02
48630 1.3200e-01 1.1112e-01 3.3925e+00 3.6970e+00 1.5499e+00 4.1043e-01 3.7502e+02
48724 1.3560e-01 1.1135e-01 3.3523e+00 3.7000e+00 1.5432e+00 3.9480e-01 3.7572e+02
48819 1.3160e-01 1.1092e-01 3.3492e+00 3.6763e+00 1.5699e+00 3.8601e-01 3.7644e+02
48913 1.3560e-01 1.1180e-01 3.4134e+00 3.6553e+00 1.5378e+00 4.0359e-01 3.7714e+02
49008 1.3260e-01 1.1093e-01 3.4111e+00 3.6542e+00 1.5500e+00 3.8459e-01 3.7785e+02
49103 1.3200e-01 1.0973e-01 3.3900e+00 3.6393e+00 1.5679e+00 3.7439e-01 3.7856e+02
49198 1.3020e-01 1.0995e-01 3.3710e+00 3.6535e+00 1.5785e+00 3.5781e-01 3.7927e+02
49293 1.3000e-01 1.0835e-01 3.3754e+00 3.6630e+00 1.5856e+00 3.3730e-01 3.7999e+02
49389 1.3200e-01 1.0800e-01 3.3783e+00 3.6245e+00 1.5821e+00 3.4725e-01 3.8071e+02
49484 1.2660e-01 1.0978e-01 3.3523e+00 3.5898e+00 1.5404e+00 3.4887e-01 3.8142e+02
49580 1.2960e-01 1.0752e-01 3.3697e+00 3.5814e+00 1.5613e+00 3.5031e-01 3.8214e+02
49676 1.2460e-01 1.0865e-01 3.3886e+00 3.5637e+00 1.5669e+00 3.4512e-01 3.8286e+02
49773 1.3080e-01 1.1178e-01 3.3718e+00 3.5755e+00 1.5951e+00 3.3886e-01 3.8358e+02
49869 1.3380e-01 1.1090e-01 3.3534e+00 3.6093e+00 1.5939e+00 3.3806e-01 3.8430e+02
49965 1.2840e-01 1.1168e-01 3.3319e+00 3.6228e+00 1.5831e+00 3.4867e-01 3.8502e+02
50062 1.2780e-01 1.1145e-01 3.3180e+00 3.6303e+00 1.5470e+00 3.2194e-01 3.8575e+02
50159 1.2700e-01 1.1015e-01 3.2898e+00 3.6023e+00 1.5091e+00 3.1290e-01 3.8648e+02
50256 1.2360e-01 1.1058e-01 3.2783e+00 3.6410e+00 1.5330e+00 3.1336e-01 3.8720e+02
50354 1.2680e-01 1.0928e-01 3.2787e+00 3.6007e+00 1.5263e+00 3.0051e-01 3.8794e+02
50451 1.2360e-01 1.1012e-01 3.2821e+00 3.6166e+00 1.5067e+00 3.1046e-01 3.8867e+02
50549 1.2520e-01 1.1053e-01 3.3179e+00 3.6388e+00 1.4976e+00 3.3776e-01 3.8940e+02
50647 1.2500e-01 1.0977e-01 3.3209e+00 3.6269e+00 1.5352e+00 3.1663e-01 3.9014e+02
50745 1.2480e-01 1.1017e-01 3.3211e+00 3.6392e+00 1.5428e+00 3.2218e-01 3.9087e+02
50843 1.2780e-01 1.1158e-01 3.3188e+00 3.5739e+00 1.5165e+00 3.3301e-01 3.9160e+02
50942 1.2760e-01 1.1247e-01 3.3424e+00 3.5644e+00 1.5062e+00 3.7357e-01 3.9235e+02
51040 1.2800e-01 1.1162e-01 3.3243e+00 3.6135e+00 1.4983e+00 3.9120e-01 3.9308e+02
51139 1.2660e-01 1.1130e-01 3.3046e+00 3.6209e+00 1.4888e+00 3.2162e-01 3.9383e+02
51238 1.2980e-01 1.0957e-01 3.3115e+00 3.6092e+00 1.4728e+00 3.3063e-01 3.9457e+02
51337 1.2300e-01 1.0773e-01 3.3301e+00 3.6164e+00 1.4730e+00 3.4653e-01 3.9531e+02
51437 1.2860e-01 1.0832e-01 3.3475e+00 3.6264e+00 1.4916e+00 3.6411e-01 3.9606e+02
51536 1.2880e-01 1.1212e-01 3.3886e+00 3.6257e+00 1.4343e+00 3.1972e-01 3.9680e+02
51636 1.2920e-01 1.0995e-01 3.3621e+00 3.5910e+00 1.4436e+00 3.6200e-01 3.9755e+02
51736 1.2180e-01 1.0822e-01 3.3705e+00 3.5537e+00 1.4404e+00 3.4948e-01 3.9830e+02
51836 1.3020e-01 1.0907e-01 3.4268e+00 3.5983e+00 1.4499e+00 3.1060e-01 3.9905e+02
51937 1.2920e-01 1.1148e-01 3.4621e+00 3.5487e+00 1.4697e+00 3.4522e-01 3.9981e+02
52037 1.3260e-01 1.1020e-01 3.4492e+00 3.5444e+00 1.4079e+00 3.7801e-01 4.0056e+02
52138 1.3420e-01 1.0925e-01 3.4823e+00 3.5515e+00 1.3884e+00 4.1881e-01 4.0131e+02
52239 1.3000e-01 1.0878e-01 3.5079e+00 3.5546e+00 1.3785e+00 4.1846e-01 4.0207e+02
52340 1.2960e-01 1.1043e-01 3.4966e+00 3.5793e+00 1.4263e+00 4.4593e-01 4.0282e+02
52442 1.2860e-01 1.0978e-01 3.4510e+00 3.5757e+00 1.4392e+00 4.2542e-01 4.0359e+02
52543 1.2640e-01 1.0915e-01 3.4231e+00 3.5744e+00 1.4439e+00 4.6953e-01 4.0434e+02
52645 1.2860e-01 1.0908e-01 3.4334e+00 3.5491e+00 1.4470e+00 4.9505e-01 4.0510e+02
52747 1.2960e-01 1.1070e-01 3.3938e+00 3.5469e+00 1.4081e+00 4.7090e-01 4.0587e+02
52849 1.3120e-01 1.1058e-01 3.3608e+00 3.5427e+00 1.4112e+00 4.5874e-01 4.0663e+02
52951 1.3560e-01 1.1157e-01 3.3702e+00 3.5560e+00 1.4134e+00 4.2003e-01 4.0740e+02
53054 1.3280e-01 1.1093e-01 3.3631e+00 3.5196e+00 1.4240e+00 3.9727e-01 4.0817e+02
53157 1.3360e-01 1.0963e-01 3.3379e+00 3.5131e+00 1.4392e+00 3.3377e-01 4.0894e+02
53260 1.2940e-01 1.0845e-01 3.3570e+00 3.5135e+00 1.4956e+00 3.2567e-01 4.0971e+02
53363 1.3060e-01 1.1003e-01 3.3143e+00 3.5447e+00 1.4753e+00 3.6675e-01 4.1048e+02
53466 1.2800e-01 1.0877e-01 3.3342e+00 3.5375e+00 1.4790e+00 2.9783e-01 4.1126e+02
53570 1.3480e-01 1.1227e-01 3.3432e+00 3.4968e+00 1.5031e+00 2.9229e-01 4.1203e+02
53673 1.2760e-01 1.1008e-01 3.3163e+00 3.4810e+00 1.4847e+00 2.6892e-01 4.1281e+02
53777 1.3100e-01 1.1147e-01 3.2699e+00 3.5202e+00 1.4646e+00 2.7751e-01 4.1359e+02
53882 1.3080e-01 1.1350e-01 3.2524e+00 3.5227e+00 1.4780e+00 3.4265e-01 4.1438e+02
53986 1.2840e-01 1.1043e-01 3.2466e+00 3.5746e+00 1.4560e+00 3.6595e-01 4.1516e+02
54090 1.2820e-01 1.1035e-01 3.2696e+00 3.5168e+00 1.4849e+00 3.6845e-01 4.1593e+02
54195 1.3460e-01 1.1233e-01 3.2428e+00 3.5070e+00 1.4451e+00 3.3527e-01 4.1672e+02
54300 1.3480e-01 1.1172e-01 3.2892e+00 3.5013e+00 1.4411e+00 3.6585e-01 4.1750e+02
54405 1.3480e-01 1.1440e-01 3.3376e+00 3.5420e+00 1.4431e+00 3.4394e-01 4.1829e+02
54511 1.3140e-01 1.1307e-01 3.3127e+00 3.5557e+00 1.4294e+00 3.1735e-01 4.1909e+02
54616 1.3140e-01 1.1382e-01 3.2537e+00 3.5559e+00 1.4049e+00 3.2188e-01 4.1987e+02
54722 1.3040e-01 1.1170e-01 3.2515e+00 3.5767e+00 1.3751e+00 3.2331e-01 4.2067e+02
54828 1.3260e-01 1.1280e-01 3.2312e+00 3.5308e+00 1.3395e+00 3.6262e-01 4.2146e+02
54934 1.3300e-01 1.1138e-01 3.2632e+00 3.5590e+00 1.3551e+00 3.6774e-01 4.2226e+02
55041 1.3560e-01 1.1362e-01 3.2944e+00 3.6016e+00 1.3751e+00 3.5970e-01 4.2306e+02
55147 1.3240e-01 1.1218e-01 3.3092e+00 3.5927e+00 1.4429e+00 3.7286e-01 4.2386e+02
55254 1.3160e-01 1.1140e-01 3.2735e+00 3.6070e+00 1.5207e+00 3.4128e-01 4.2466e+02
55361 1.2820e-01 1.1018e-01 3.2524e+00 3.6128e+00 1.5436e+00 3.6694e-01 4.2546e+02
55468 1.3100e-01 1.1362e-01 3.2360e+00 3.6130e+00 1.5130e+00 3.5889e-01 4.2626e+02
55576 1.3120e-01 1.1272e-01 3.2129e+00 3.5819e+00 1.5154e+00 3.6213e-01 4.2707e+02
55683 1.3200e-01 1.1133e-01 3.2237e+00 3.5965e+00 1.5062e+00 3.7718e-01 4.2788e+02
55791 1.3140e-01 1.1077e-01 3.2184e+00 3.6283e+00 1.5167e+00 4.2660e-01 4.2869e+02
55899 1.3380e-01 1.1092e-01 3.2141e+00 3.6631e+00 1.5242e+00 4.2589e-01 4.2949e+02
56007 1.2780e-01 1.0920e-01 3.2143e+00 3.6577e+00 1.5485e+00 4.5473e-01 4.3030e+02
56116 1.2800e-01 1.0793e-01 3.2257e+00 3.6218e+00 1.5959e+00 4.9496e-01 4.3112e+02
56225 1.2780e-01 1.0920e-01 3.2618e+00 3.6309e+00 1.5779e+00 5.1534e-01 4.3194e+02
56333 1.2160e-01 1.0802e-01 3.3018e+00 3.6567e+00 1.5728e+00 5.2529e-01 4.3275e+02
56443 1.2680e-01 1.0727e-01 3.3304e+00 3.6214e+00 1.5021e+00 5.6594e-01 4.3357e+02
56552 1.2260e-01 1.0698e-01 3.2889e+00 3.6639e+00 1.5153e+00 5.1920e-01 4.3439e+02
56661 1.2680e-01 1.0850e-01 3.2757e+00 3.7265e+00 1.5314e+00 5.1926e-01 4.3521e+02
56771 1.2580e-01 1.0735e-01 3.2856e+00 3.6919e+00 1.5199e+00 5.0054e-01 4.3603e+02
56881 1.2420e-01 1.0667e-01 3.2863e+00 3.6880e+00 1.4976e+00 4.9694e-01 4.3686e+02
56991 1.3220e-01 1.1060e-01 3.2628e+00 3.6803e+00 1.4693e+00 4.6643e-01 4.3768e+02
57102 1.3200e-01 1.0652e-01 3.2509e+00 3.6913e+00 1.4759e+00 4.5102e-01 4.3852e+02
57212 1.2820e-01 1.0717e-01 3.3274e+00 3.6989e+00 1.4445e+00 4.1612e-01 4.3934e+02
57323 1.2900e-01 1.0727e-01 3.3377e+00 3.7139e+00 1.4322e+00 4.1010e-01 4.4017e+02
57434 1.3240e-01 1.1137e-01 3.3110e+00 3.7285e+00 1.3733e+00 4.1199e-01 4.4101e+02
57545 1.2960e-01 1.1097e-01 3.2835e+00 3.6828e+00 1.3683e+00 4.0519e-01 4.4184e+02
57657 1.2520e-01 1.0755e-01 3.2793e+00 3.6967e+00 1.3821e+00 4.2805e-01 4.4268e+02
57768 1.3100e-01 1.1118e-01 3.2597e+00 3.6493e+00 1.4269e+00 4.2483e-01 4.4352e+02
57880 1.3080e-01 1.1173e-01 3.2900e+00 3.6892e+00 1.4184e+00 4.1594e-01 4.4436e+02
57992 1.3200e-01 1.1240e-01 3.2874e+00 3.7199e+00 1.3993e+00 4.1930e-01 4.4520e+02
58105 1.2940e-01 1.1208e-01 3.2810e+00 3.6562e+00 1.4099e+00 4.1740e-01 4.4605e+02
58217 1.2920e-01 1.1205e-01 3.2708e+00 3.6482e+00 1.4095e+00 4.1272e-01 4.4689e+02
58330 1.2800e-01 1.1088e-01 3.2876e+00 3.6408e+00 1.3672e+00 4.4167e-01 4.4773e+02
58443 1.3020e-01 1.1295e-01 3.2633e+00 3.6357e+00 1.3466e+00 4.1024e-01 4.4858e+02
58556 1.2880e-01 1.1248e-01 3.2671e+00 3.6287e+00 1.3758e+00 3.9239e-01 4.4943e+02
58669 1.2640e-01 1.1053e-01 3.2663e+00 3.6369e+00 1.3848e+00 4.1842e-01 4.5028e+02
58783 1.3040e-01 1.0987e-01 3.2343e+00 3.6803e+00 1.3793e+00 3.8524e-01 4.5113e+02
58897 1.3000e-01 1.1213e-01 3.2174e+00 3.7270e+00 1.3840e+00 3.8019e-01 4.5198e+02
59011 1.2860e-01 1.1193e-01 3.2015e+00 3.7256e+00 1.3452e+00 3.7538e-01 4.5284e+02
59125 1.2740e-01 1.1228e-01 3.1794e+00 3.7146e+00 1.3284e+00 3.6869e-01 4.5369e+02
59240 1.2460e-01 1.1067e-01 3.2207e+00 3.6864e+00 1.3525e+00 3.7604e-01 4.5455e+02
59354 1.2620e-01 1.0935e-01 3.2618e+00 3.6652e+00 1.3230e+00 3.8223e-01 4.5541e+02
59469 1.3220e-01 1.1197e-01 3.2907e+00 3.6749e+00 1.3085e+00 3.8098e-01 4.5627e+02
59585 1.2780e-01 1.1005e-01 3.2795e+00 3.6339e+00 1.3152e+00 3.7413e-01 4.5714e+02
59700 1.2820e-01 1.1120e-01 3.2530e+00 3.6462e+00 1.2852e+00 3.4436e-01 4.5800e+02
59816 1.3100e-01 1.1212e-01 3.2559e+00 3.6459e+00 1.3449e+00 3.3142e-01 4.5887e+02
59931 1.2720e-01 1.1277e-01 3.2471e+00 3.6434e+00 1.3121e+00 3.3396e-01 4.5973e+02
60047 1.3120e-01 1.1145e-01 3.1979e+00 3.6362e+00 1.3151e+00 3.3488e-01 4.6059e+02
60164 1.2780e-01 1.1172e-01 3.2112e+00 3.6089e+00 1.3334e+00 3.6366e-01 4.6147e+02
60280 1.2540e-01 1.0807e-01 3.1936e+00 3.6561e+00 1.2762e+00 3.2614e-01 4.6234e+02
60397 1.2920e-01 1.1173e-01 3.1809e+00 3.6594e+00 1.3175e+00 2.9953e-01 4.6322e+02
60514 1.2700e-01 1.1047e-01 3.1906e+00 3.6943e+00 1.3140e+00 3.2465e-01 4.6410e+02
60631 1.2620e-01 1.1218e-01 3.1415e+00 3.6913e+00 1.2761e+00 3.0018e-01 4.6497e+02
60749 1.2300e-01 1.0917e-01 3.1541e+00 3.6677e+00 1.2373e+00 2.9022e-01 4.6586e+02
60866 1.2740e-01 1.1288e-01 3.1930e+00 3.6924e+00 1.2047e+00 2.8559e-01 4.6674e+02
60984 1.2640e-01 1.1083e-01 3.2311e+00 3.6313e+00 1.2288e+00 3.0161e-01 4.6762e+02
61102 1.3320e-01 1.1258e-01 3.2678e+00 3.6606e+00 1.2304e+00 3.3327e-01 4.6851e+02
61221 1.3060e-01 1.1310e-01 3.2801e+00 3.6397e+00 1.2184e+00 3.2781e-01 4.6940e+02
61339 1.3460e-01 1.1307e-01 3.2775e+00 3.6679e+00 1.1983e+00 2.9868e-01 4.7029e+02
61458 1.3040e-01 1.1123e-01 3.2679e+00 3.7149e+00 1.1763e+00 2.3646e-01 4.7118e+02
61577 1.3160e-01 1.1252e-01 3.2571e+00 3.7335e+00 1.1494e+00 2.3891e-01 4.7207e+02
61696 1.3400e-01 1.1382e-01 3.2180e+00 3.7324e+00 1.1332e+00 2.4289e-01 4.7296e+02
61816 1.3380e-01 1.1462e-01 3.2389e+00 3.7471e+00 1.1409e+00 2.4397e-01 4.7386e+02
61935 1.3280e-01 1.1112e-01 3.2528e+00 3.6951e+00 1.1763e+00 2.8455e-01 4.7476e+02
62055 1.2600e-01 1.0947e-01 3.3177e+00 3.7261e+00 1.1707e+00 2.9957e-01 4.7566e+02
62175 1.2560e-01 1.1310e-01 3.2972e+00 3.7734e+00 1.2166e+00 2.7394e-01 4.7656e+02
62296 1.2780e-01 1.1150e-01 3.3418e+00 3.7314e+00 1.2941e+00 3.0004e-01 4.7746e+02
62417 1.2360e-01 1.1007e-01 3.3583e+00 3.7784e+00 1.3629e+00 2.7925e-01 4.7837e+02
