t test_loss train_loss W_norm W_2_norm b_norm b_2_norm time
1380 1.6940e-01 1.4373e-01 1.9972e+00 3.0811e+00 7.8979e-01 3.9563e-01 1.3284e+01
1381 1.6860e-01 1.4353e-01 1.9966e+00 3.0839e+00 7.9066e-01 3.9366e-01 1.3294e+01
1382 1.7000e-01 1.4420e-01 1.9895e+00 3.0841e+00 7.9848e-01 3.9883e-01 1.3304e+01
1383 1.7060e-01 1.4348e-01 1.9923e+00 3.0858e+00 7.9666e-01 3.9433e-01 1.3313e+01
1384 1.6700e-01 1.4360e-01 1.9960e+00 3.0803e+00 7.9491e-01 3.9647e-01 1.3323e+01
1385 1.6700e-01 1.4327e-01 1.9959e+00 3.0783e+00 7.9804e-01 3.9936e-01 1.3332e+01
1386 1.6700e-01 1.4327e-01 1.9959e+00 3.0783e+00 7.9804e-01 3.9936e-01 1.3342e+01
1387 1.6780e-01 1.4323e-01 1.9895e+00 3.0804e+00 8.0233e-01 4.0387e-01 1.3351e+01
1388 1.6860e-01 1.4313e-01 1.9883e+00 3.0791e+00 7.9946e-01 4.0608e-01 1.3361e+01
1389 1.6860e-01 1.4313e-01 1.9883e+00 3.0791e+00 7.9946e-01 4.0608e-01 1.3370e+01
1390 1.6720e-01 1.4365e-01 1.9961e+00 3.0754e+00 7.9650e-01 4.0230e-01 1.3380e+01
1391 1.6780e-01 1.4370e-01 1.9929e+00 3.0728e+00 7.9693e-01 4.0778e-01 1.3390e+01
1392 1.6780e-01 1.4370e-01 1.9929e+00 3.0728e+00 7.9693e-01 4.0778e-01 1.3399e+01
1393 1.6620e-01 1.4345e-01 1.9931e+00 3.0663e+00 7.9327e-01 4.0409e-01 1.3408e+01
1394 1.6800e-01 1.4337e-01 1.9969e+00 3.0650e+00 7.9501e-01 4.0808e-01 1.3418e+01
1395 1.7000e-01 1.4367e-01 1.9939e+00 3.0666e+00 7.9496e-01 4.0855e-01 1.3428e+01
1396 1.6860e-01 1.4298e-01 1.9953e+00 3.0711e+00 7.9362e-01 4.0725e-01 1.3437e+01
1397 1.6680e-01 1.4287e-01 1.9959e+00 3.0678e+00 7.9433e-01 4.0448e-01 1.3447e+01
1398 1.6680e-01 1.4287e-01 1.9959e+00 3.0678e+00 7.9433e-01 4.0448e-01 1.3456e+01
1399 1.6540e-01 1.4272e-01 1.9972e+00 3.0635e+00 7.9809e-01 4.0596e-01 1.3466e+01
1400 1.6480e-01 1.4225e-01 1.9995e+00 3.0622e+00 7.9754e-01 4.0708e-01 1.3475e+01
1401 1.6720e-01 1.4310e-01 1.9997e+00 3.0584e+00 8.0042e-01 4.1236e-01 1.3485e+01
1402 1.6720e-01 1.4310e-01 1.9997e+00 3.0584e+00 8.0042e-01 4.1236e-01 1.3494e+01
1403 1.6720e-01 1.4310e-01 1.9997e+00 3.0584e+00 8.0042e-01 4.1236e-01 1.3503e+01
1404 1.6640e-01 1.4285e-01 2.0046e+00 3.0559e+00 7.9557e-01 4.0537e-01 1.3513e+01
1405 1.6600e-01 1.4388e-01 2.0063e+00 3.0623e+00 7.9487e-01 4.0638e-01 1.3523e+01
1406 1.6600e-01 1.4388e-01 2.0063e+00 3.0623e+00 7.9487e-01 4.0638e-01 1.3532e+01
1407 1.6840e-01 1.4348e-01 2.0083e+00 3.0648e+00 7.9618e-01 4.0891e-01 1.3542e+01
1408 1.6840e-01 1.4348e-01 2.0083e+00 3.0648e+00 7.9618e-01 4.0891e-01 1.3551e+01
1409 1.6760e-01 1.4380e-01 2.0123e+00 3.0626e+00 7.9149e-01 4.1129e-01 1.3560e+01
1410 1.6720e-01 1.4295e-01 2.0142e+00 3.0631e+00 7.9346e-01 4.1213e-01 1.3570e+01
1411 1.6700e-01 1.4328e-01 2.0148e+00 3.0601e+00 8.0024e-01 4.0853e-01 1.3580e+01
1412 1.6520e-01 1.4320e-01 2.0159e+00 3.0583e+00 8.0147e-01 4.1443e-01 1.3589e+01
1413 1.6660e-01 1.4303e-01 2.0153e+00 3.0568e+00 8.0429e-01 4.1477e-01 1.3599e+01
1414 1.6660e-01 1.4303e-01 2.0153e+00 3.0568e+00 8.0429e-01 4.1477e-01 1.3608e+01
1415 1.6680e-01 1.4313e-01 2.0155e+00 3.0551e+00 8.0976e-01 4.1571e-01 1.3618e+01
1416 1.6680e-01 1.4313e-01 2.0155e+00 3.0551e+00 8.0976e-01 4.1571e-01 1.3627e+01
1417 1.6700e-01 1.4283e-01 2.0133e+00 3.0522e+00 8.1711e-01 4.1869e-01 1.3637e+01
1418 1.6580e-01 1.4267e-01 2.0190e+00 3.0477e+00 8.1620e-01 4.1906e-01 1.3646e+01
1419 1.6460e-01 1.4298e-01 2.0243e+00 3.0463e+00 8.2074e-01 4.2214e-01 1.3656e+01
1420 1.6460e-01 1.4380e-01 2.0307e+00 3.0498e+00 8.2137e-01 4.1755e-01 1.3665e+01
1421 1.6400e-01 1.4433e-01 2.0311e+00 3.0482e+00 8.1945e-01 4.1411e-01 1.3675e+01
1422 1.6400e-01 1.4433e-01 2.0311e+00 3.0482e+00 8.1945e-01 4.1411e-01 1.3684e+01
1423 1.6380e-01 1.4295e-01 2.0318e+00 3.0530e+00 8.2100e-01 4.1078e-01 1.3694e+01
1424 1.6360e-01 1.4368e-01 2.0313e+00 3.0514e+00 8.2594e-01 4.1275e-01 1.3704e+01
1425 1.6360e-01 1.4368e-01 2.0313e+00 3.0514e+00 8.2594e-01 4.1275e-01 1.3713e+01
1426 1.6360e-01 1.4368e-01 2.0313e+00 3.0514e+00 8.2594e-01 4.1275e-01 1.3722e+01
1427 1.6260e-01 1.4290e-01 2.0276e+00 3.0517e+00 8.3190e-01 4.0437e-01 1.3732e+01
1428 1.6440e-01 1.4302e-01 2.0277e+00 3.0594e+00 8.3147e-01 4.0383e-01 1.3741e+01
1429 1.6440e-01 1.4302e-01 2.0277e+00 3.0594e+00 8.3147e-01 4.0383e-01 1.3751e+01
1430 1.6440e-01 1.4302e-01 2.0277e+00 3.0594e+00 8.3147e-01 4.0383e-01 1.3760e+01
1431 1.6460e-01 1.4277e-01 2.0234e+00 3.0569e+00 8.3248e-01 4.0009e-01 1.3770e+01
1432 1.6620e-01 1.4280e-01 2.0275e+00 3.0598e+00 8.2957e-01 3.9854e-01 1.3779e+01
1433 1.6500e-01 1.4340e-01 2.0291e+00 3.0570e+00 8.2625e-01 3.9645e-01 1.3789e+01
1434 1.6500e-01 1.4340e-01 2.0291e+00 3.0570e+00 8.2625e-01 3.9645e-01 1.3798e+01
1435 1.6480e-01 1.4390e-01 2.0256e+00 3.0532e+00 8.2416e-01 4.0175e-01 1.3808e+01
1436 1.6400e-01 1.4373e-01 2.0277e+00 3.0586e+00 8.1990e-01 4.0189e-01 1.3817e+01
1437 1.6400e-01 1.4373e-01 2.0277e+00 3.0586e+00 8.1990e-01 4.0189e-01 1.3827e+01
1438 1.6440e-01 1.4415e-01 2.0248e+00 3.0574e+00 8.2242e-01 4.0125e-01 1.3836e+01
1439 1.6580e-01 1.4477e-01 2.0217e+00 3.0579e+00 8.2027e-01 3.9890e-01 1.3846e+01
1440 1.6580e-01 1.4477e-01 2.0217e+00 3.0579e+00 8.2027e-01 3.9890e-01 1.3856e+01
1441 1.6620e-01 1.4482e-01 2.0254e+00 3.0588e+00 8.2313e-01 4.0147e-01 1.3865e+01
1442 1.6720e-01 1.4535e-01 2.0335e+00 3.0581e+00 8.1728e-01 4.0230e-01 1.3875e+01
1443 1.6780e-01 1.4523e-01 2.0359e+00 3.0611e+00 8.1868e-01 4.0303e-01 1.3885e+01
1444 1.6460e-01 1.4483e-01 2.0383e+00 3.0606e+00 8.1849e-01 4.0064e-01 1.3894e+01
1445 1.6460e-01 1.4483e-01 2.0383e+00 3.0606e+00 8.1849e-01 4.0064e-01 1.3904e+01
1446 1.6740e-01 1.4402e-01 2.0394e+00 3.0564e+00 8.2285e-01 3.9640e-01 1.3913e+01
1447 1.6480e-01 1.4538e-01 2.0378e+00 3.0519e+00 8.2481e-01 4.0100e-01 1.3923e+01
1448 1.6560e-01 1.4488e-01 2.0394e+00 3.0527e+00 8.2967e-01 4.0229e-01 1.3932e+01
1449 1.6440e-01 1.4373e-01 2.0385e+00 3.0576e+00 8.2873e-01 4.0380e-01 1.3942e+01
1450 1.6360e-01 1.4373e-01 2.0410e+00 3.0501e+00 8.3024e-01 4.0606e-01 1.3951e+01
1451 1.6360e-01 1.4287e-01 2.0427e+00 3.0530e+00 8.2675e-01 4.0805e-01 1.3961e+01
1452 1.6320e-01 1.4313e-01 2.0440e+00 3.0497e+00 8.3080e-01 4.1247e-01 1.3971e+01
1453 1.6320e-01 1.4313e-01 2.0440e+00 3.0497e+00 8.3080e-01 4.1247e-01 1.3980e+01
1454 1.6480e-01 1.4352e-01 2.0417e+00 3.0477e+00 8.2945e-01 4.0696e-01 1.3990e+01
1455 1.6340e-01 1.4398e-01 2.0398e+00 3.0474e+00 8.3674e-01 4.0598e-01 1.3999e+01
1456 1.6400e-01 1.4422e-01 2.0382e+00 3.0481e+00 8.3708e-01 4.0773e-01 1.4009e+01
1457 1.6460e-01 1.4510e-01 2.0416e+00 3.0492e+00 8.3609e-01 4.1195e-01 1.4019e+01
1458 1.6320e-01 1.4357e-01 2.0452e+00 3.0469e+00 8.3781e-01 4.1669e-01 1.4029e+01
1459 1.6320e-01 1.4357e-01 2.0452e+00 3.0469e+00 8.3781e-01 4.1669e-01 1.4038e+01
1460 1.6320e-01 1.4357e-01 2.0452e+00 3.0469e+00 8.3781e-01 4.1669e-01 1.4047e+01
1461 1.6520e-01 1.4387e-01 2.0423e+00 3.0447e+00 8.4096e-01 4.1126e-01 1.4057e+01
1462 1.6440e-01 1.4335e-01 2.0386e+00 3.0478e+00 8.3705e-01 4.1259e-01 1.4066e+01
1463 1.6400e-01 1.4298e-01 2.0386e+00 3.0508e+00 8.4009e-01 4.1827e-01 1.4076e+01
1464 1.6320e-01 1.4308e-01 2.0372e+00 3.0561e+00 8.3738e-01 4.1445e-01 1.4086e+01
1465 1.6320e-01 1.4308e-01 2.0372e+00 3.0561e+00 8.3738e-01 4.1445e-01 1.4095e+01
1466 1.6320e-01 1.4308e-01 2.0372e+00 3.0561e+00 8.3738e-01 4.1445e-01 1.4104e+01
1467 1.6320e-01 1.4308e-01 2.0372e+00 3.0561e+00 8.3738e-01 4.1445e-01 1.4114e+01
1468 1.6320e-01 1.4308e-01 2.0372e+00 3.0561e+00 8.3738e-01 4.1445e-01 1.4123e+01
1469 1.6500e-01 1.4250e-01 2.0373e+00 3.0588e+00 8.4187e-01 4.1734e-01 1.4133e+01
1470 1.6360e-01 1.4510e-01 2.0353e+00 3.0613e+00 8.3897e-01 4.1825e-01 1.4142e+01
1471 1.6540e-01 1.4537e-01 2.0364e+00 3.0569e+00 8.3816e-01 4.1934e-01 1.4152e+01
1472 1.6440e-01 1.4602e-01 2.0329e+00 3.0618e+00 8.4459e-01 4.1723e-01 1.4162e+01
1473 1.6320e-01 1.4552e-01 2.0377e+00 3.0602e+00 8.4037e-01 4.2078e-01 1.4171e+01
1474 1.6380e-01 1.4513e-01 2.0449e+00 3.0508e+00 8.4463e-01 4.2087e-01 1.4181e+01
1475 1.6480e-01 1.4398e-01 2.0472e+00 3.0508e+00 8.4170e-01 4.2049e-01 1.4190e+01
1476 1.6540e-01 1.4475e-01 2.0482e+00 3.0514e+00 8.4245e-01 4.2356e-01 1.4200e+01
1477 1.6640e-01 1.4545e-01 2.0455e+00 3.0531e+00 8.3834e-01 4.1987e-01 1.4210e+01
1478 1.6500e-01 1.4467e-01 2.0426e+00 3.0517e+00 8.3266e-01 4.2252e-01 1.4220e+01
1479 1.6400e-01 1.4488e-01 2.0465e+00 3.0487e+00 8.2922e-01 4.2124e-01 1.4229e+01
1480 1.6440e-01 1.4507e-01 2.0469e+00 3.0486e+00 8.3325e-01 4.1955e-01 1.4239e+01
1481 1.6400e-01 1.4470e-01 2.0407e+00 3.0427e+00 8.3474e-01 4.1991e-01 1.4248e+01
1482 1.6620e-01 1.4503e-01 2.0389e+00 3.0356e+00 8.3729e-01 4.2166e-01 1.4258e+01
1483 1.6620e-01 1.4503e-01 2.0389e+00 3.0356e+00 8.3729e-01 4.2166e-01 1.4267e+01
1484 1.6520e-01 1.4455e-01 2.0403e+00 3.0343e+00 8.3367e-01 4.1877e-01 1.4277e+01
1485 1.6620e-01 1.4487e-01 2.0412e+00 3.0335e+00 8.3301e-01 4.1890e-01 1.4287e+01
1486 1.6200e-01 1.4525e-01 2.0410e+00 3.0271e+00 8.2969e-01 4.1878e-01 1.4296e+01
1487 1.6200e-01 1.4525e-01 2.0410e+00 3.0271e+00 8.2969e-01 4.1878e-01 1.4306e+01
1488 1.6200e-01 1.4393e-01 2.0432e+00 3.0275e+00 8.3393e-01 4.1909e-01 1.4315e+01
1489 1.6360e-01 1.4380e-01 2.0381e+00 3.0283e+00 8.3108e-01 4.2312e-01 1.4325e+01
1490 1.6360e-01 1.4380e-01 2.0381e+00 3.0283e+00 8.3108e-01 4.2312e-01 1.4334e+01
1491 1.6360e-01 1.4380e-01 2.0381e+00 3.0283e+00 8.3108e-01 4.2312e-01 1.4344e+01
1492 1.6580e-01 1.4400e-01 2.0315e+00 3.0237e+00 8.3604e-01 4.2566e-01 1.4353e+01
1493 1.6500e-01 1.4368e-01 2.0334e+00 3.0281e+00 8.3721e-01 4.2371e-01 1.4363e+01
1494 1.6560e-01 1.4370e-01 2.0360e+00 3.0249e+00 8.3296e-01 4.2279e-01 1.4373e+01
1495 1.6400e-01 1.4387e-01 2.0361e+00 3.0255e+00 8.3164e-01 4.2492e-01 1.4382e+01
1496 1.6420e-01 1.4365e-01 2.0403e+00 3.0244e+00 8.3636e-01 4.2748e-01 1.4392e+01
1497 1.6420e-01 1.4370e-01 2.0442e+00 3.0234e+00 8.3030e-01 4.2781e-01 1.4402e+01
1498 1.6360e-01 1.4412e-01 2.0420e+00 3.0269e+00 8.2998e-01 4.3109e-01 1.4411e+01
1499 1.6440e-01 1.4412e-01 2.0409e+00 3.0263e+00 8.3395e-01 4.3045e-01 1.4421e+01
1500 1.6560e-01 1.4415e-01 2.0459e+00 3.0294e+00 8.3016e-01 4.3340e-01 1.4431e+01
1501 1.6560e-01 1.4415e-01 2.0459e+00 3.0294e+00 8.3016e-01 4.3340e-01 1.4440e+01
1502 1.6300e-01 1.4318e-01 2.0454e+00 3.0263e+00 8.3227e-01 4.3768e-01 1.4450e+01
1503 1.6300e-01 1.4318e-01 2.0454e+00 3.0263e+00 8.3227e-01 4.3768e-01 1.4459e+01
1504 1.6560e-01 1.4435e-01 2.0447e+00 3.0246e+00 8.4069e-01 4.4098e-01 1.4468e+01
1505 1.6560e-01 1.4435e-01 2.0447e+00 3.0246e+00 8.4069e-01 4.4098e-01 1.4478e+01
1506 1.6540e-01 1.4507e-01 2.0457e+00 3.0253e+00 8.4038e-01 4.4185e-01 1.4487e+01
1507 1.6500e-01 1.4468e-01 2.0471e+00 3.0205e+00 8.4067e-01 4.4294e-01 1.4497e+01
1508 1.6600e-01 1.4448e-01 2.0494e+00 3.0209e+00 8.3903e-01 4.3904e-01 1.4507e+01
1509 1.6620e-01 1.4552e-01 2.0470e+00 3.0242e+00 8.3555e-01 4.3706e-01 1.4516e+01
1510 1.6540e-01 1.4488e-01 2.0506e+00 3.0299e+00 8.3566e-01 4.3617e-01 1.4526e+01
1511 1.6560e-01 1.4538e-01 2.0505e+00 3.0306e+00 8.2878e-01 4.4118e-01 1.4535e+01
1512 1.6420e-01 1.4438e-01 2.0488e+00 3.0263e+00 8.2684e-01 4.4372e-01 1.4545e+01
1513 1.6380e-01 1.4510e-01 2.0479e+00 3.0204e+00 8.3392e-01 4.4059e-01 1.4554e+01
1514 1.6380e-01 1.4482e-01 2.0531e+00 3.0211e+00 8.3402e-01 4.4100e-01 1.4564e+01
1515 1.6280e-01 1.4500e-01 2.0577e+00 3.0196e+00 8.3388e-01 4.3735e-01 1.4574e+01
1516 1.6320e-01 1.4493e-01 2.0563e+00 3.0160e+00 8.3383e-01 4.3785e-01 1.4583e+01
1517 1.6560e-01 1.4483e-01 2.0544e+00 3.0231e+00 8.3601e-01 4.4415e-01 1.4593e+01
1518 1.6740e-01 1.4522e-01 2.0575e+00 3.0226e+00 8.3740e-01 4.4622e-01 1.4602e+01
1519 1.6760e-01 1.4515e-01 2.0557e+00 3.0232e+00 8.3827e-01 4.4453e-01 1.4612e+01
1520 1.6600e-01 1.4568e-01 2.0600e+00 3.0178e+00 8.3829e-01 4.4470e-01 1.4621e+01
1521 1.6460e-01 1.4438e-01 2.0594e+00 3.0156e+00 8.4115e-01 4.4267e-01 1.4631e+01
1522 1.6380e-01 1.4418e-01 2.0645e+00 3.0203e+00 8.4243e-01 4.4390e-01 1.4641e+01
1523 1.6500e-01 1.4400e-01 2.0657e+00 3.0250e+00 8.4629e-01 4.4076e-01 1.4650e+01
1524 1.6460e-01 1.4400e-01 2.0604e+00 3.0252e+00 8.4606e-01 4.4327e-01 1.4660e+01
1525 1.6420e-01 1.4475e-01 2.0644e+00 3.0307e+00 8.4089e-01 4.4679e-01 1.4669e+01
1526 1.6280e-01 1.4375e-01 2.0640e+00 3.0272e+00 8.4487e-01 4.4728e-01 1.4679e+01
1527 1.6260e-01 1.4395e-01 2.0619e+00 3.0322e+00 8.4546e-01 4.4812e-01 1.4689e+01
1528 1.6500e-01 1.4327e-01 2.0647e+00 3.0345e+00 8.4184e-01 4.5125e-01 1.4698e+01
1529 1.6680e-01 1.4427e-01 2.0672e+00 3.0328e+00 8.3933e-01 4.4734e-01 1.4708e+01
1530 1.6700e-01 1.4465e-01 2.0700e+00 3.0324e+00 8.4067e-01 4.4742e-01 1.4717e+01
1531 1.6580e-01 1.4395e-01 2.0686e+00 3.0316e+00 8.3900e-01 4.4542e-01 1.4727e+01
1532 1.6620e-01 1.4360e-01 2.0660e+00 3.0315e+00 8.4164e-01 4.4907e-01 1.4737e+01
1533 1.6500e-01 1.4387e-01 2.0655e+00 3.0258e+00 8.4078e-01 4.5049e-01 1.4746e+01
1534 1.6520e-01 1.4310e-01 2.0668e+00 3.0246e+00 8.3857e-01 4.5056e-01 1.4756e+01
1535 1.6540e-01 1.4232e-01 2.0611e+00 3.0207e+00 8.3800e-01 4.5147e-01 1.4765e+01
1536 1.6580e-01 1.4343e-01 2.0665e+00 3.0198e+00 8.3764e-01 4.4834e-01 1.4775e+01
1537 1.6280e-01 1.4308e-01 2.0711e+00 3.0206e+00 8.3810e-01 4.4853e-01 1.4785e+01
1538 1.6280e-01 1.4308e-01 2.0711e+00 3.0206e+00 8.3810e-01 4.4853e-01 1.4794e+01
1539 1.6280e-01 1.4308e-01 2.0711e+00 3.0206e+00 8.3810e-01 4.4853e-01 1.4803e+01
1540 1.6420e-01 1.4413e-01 2.0753e+00 3.0171e+00 8.4053e-01 4.5443e-01 1.4813e+01
1541 1.6420e-01 1.4413e-01 2.0753e+00 3.0171e+00 8.4053e-01 4.5443e-01 1.4822e+01
1542 1.6620e-01 1.4397e-01 2.0803e+00 3.0177e+00 8.3869e-01 4.5599e-01 1.4832e+01
1543 1.6440e-01 1.4337e-01 2.0849e+00 3.0194e+00 8.4043e-01 4.5536e-01 1.4842e+01
1544 1.6180e-01 1.4260e-01 2.0842e+00 3.0205e+00 8.4505e-01 4.5008e-01 1.4851e+01
1545 1.6360e-01 1.4295e-01 2.0802e+00 3.0188e+00 8.4367e-01 4.4956e-01 1.4861e+01
1546 1.6560e-01 1.4375e-01 2.0848e+00 3.0197e+00 8.4315e-01 4.4777e-01 1.4871e+01
1547 1.6580e-01 1.4423e-01 2.0864e+00 3.0230e+00 8.4129e-01 4.5236e-01 1.4880e+01
1548 1.6760e-01 1.4455e-01 2.0809e+00 3.0225e+00 8.4037e-01 4.5362e-01 1.4890e+01
1549 1.6920e-01 1.4508e-01 2.0860e+00 3.0215e+00 8.4189e-01 4.5865e-01 1.4899e+01
1550 1.6880e-01 1.4478e-01 2.0821e+00 3.0166e+00 8.3873e-01 4.5543e-01 1.4909e+01
1551 1.6940e-01 1.4397e-01 2.0831e+00 3.0143e+00 8.4233e-01 4.5255e-01 1.4919e+01
1552 1.6940e-01 1.4397e-01 2.0831e+00 3.0143e+00 8.4233e-01 4.5255e-01 1.4928e+01
1553 1.6680e-01 1.4365e-01 2.0883e+00 3.0167e+00 8.3940e-01 4.5422e-01 1.4937e+01
1554 1.6680e-01 1.4322e-01 2.0908e+00 3.0193e+00 8.4426e-01 4.4850e-01 1.4947e+01
1555 1.6380e-01 1.4310e-01 2.0845e+00 3.0241e+00 8.4297e-01 4.5331e-01 1.4957e+01
1556 1.6620e-01 1.4333e-01 2.0821e+00 3.0244e+00 8.4332e-01 4.5671e-01 1.4966e+01
1557 1.6680e-01 1.4280e-01 2.0829e+00 3.0269e+00 8.4315e-01 4.5455e-01 1.4976e+01
1558 1.6680e-01 1.4280e-01 2.0829e+00 3.0269e+00 8.4315e-01 4.5455e-01 1.4985e+01
1559 1.6640e-01 1.4175e-01 2.0880e+00 3.0272e+00 8.4182e-01 4.4983e-01 1.4995e+01
1560 1.6740e-01 1.4320e-01 2.0897e+00 3.0294e+00 8.4610e-01 4.4501e-01 1.5005e+01
1561 1.6680e-01 1.4422e-01 2.0871e+00 3.0301e+00 8.4601e-01 4.4546e-01 1.5014e+01
1562 1.6520e-01 1.4277e-01 2.0826e+00 3.0323e+00 8.5356e-01 4.3755e-01 1.5024e+01
1563 1.6520e-01 1.4277e-01 2.0826e+00 3.0323e+00 8.5356e-01 4.3755e-01 1.5033e+01
1564 1.6420e-01 1.4357e-01 2.0863e+00 3.0300e+00 8.5159e-01 4.3584e-01 1.5043e+01
1565 1.6420e-01 1.4357e-01 2.0863e+00 3.0300e+00 8.5159e-01 4.3584e-01 1.5052e+01
1566 1.6420e-01 1.4357e-01 2.0863e+00 3.0300e+00 8.5159e-01 4.3584e-01 1.5061e+01
1567 1.6440e-01 1.4383e-01 2.0862e+00 3.0281e+00 8.5464e-01 4.3300e-01 1.5071e+01
1568 1.6720e-01 1.4332e-01 2.0788e+00 3.0305e+00 8.5516e-01 4.3396e-01 1.5081e+01
1569 1.6740e-01 1.4325e-01 2.0790e+00 3.0250e+00 8.5551e-01 4.3032e-01 1.5090e+01
1570 1.6800e-01 1.4295e-01 2.0776e+00 3.0305e+00 8.5640e-01 4.3408e-01 1.5100e+01
1571 1.6660e-01 1.4255e-01 2.0778e+00 3.0341e+00 8.5856e-01 4.3018e-01 1.5110e+01
1572 1.6500e-01 1.4258e-01 2.0764e+00 3.0332e+00 8.5851e-01 4.2494e-01 1.5119e+01
1573 1.6560e-01 1.4215e-01 2.0761e+00 3.0293e+00 8.5790e-01 4.2483e-01 1.5129e+01
1574 1.6400e-01 1.4223e-01 2.0734e+00 3.0279e+00 8.5801e-01 4.2581e-01 1.5139e+01
1575 1.6540e-01 1.4277e-01 2.0781e+00 3.0255e+00 8.5743e-01 4.3051e-01 1.5148e+01
1576 1.6540e-01 1.4277e-01 2.0781e+00 3.0255e+00 8.5743e-01 4.3051e-01 1.5157e+01
1577 1.6540e-01 1.4277e-01 2.0781e+00 3.0255e+00 8.5743e-01 4.3051e-01 1.5167e+01
1578 1.6500e-01 1.4208e-01 2.0790e+00 3.0294e+00 8.6210e-01 4.2803e-01 1.5176e+01
1579 1.6440e-01 1.4253e-01 2.0737e+00 3.0335e+00 8.5851e-01 4.2898e-01 1.5186e+01
1580 1.6420e-01 1.4155e-01 2.0717e+00 3.0311e+00 8.5708e-01 4.2779e-01 1.5196e+01
1581 1.6460e-01 1.4240e-01 2.0631e+00 3.0266e+00 8.5721e-01 4.3178e-01 1.5205e+01
1582 1.6520e-01 1.4348e-01 2.0696e+00 3.0260e+00 8.5749e-01 4.3261e-01 1.5215e+01
1583 1.6540e-01 1.4328e-01 2.0703e+00 3.0250e+00 8.5555e-01 4.3428e-01 1.5225e+01
1584 1.6420e-01 1.4242e-01 2.0682e+00 3.0258e+00 8.5449e-01 4.3678e-01 1.5234e+01
1585 1.6680e-01 1.4293e-01 2.0657e+00 3.0220e+00 8.5395e-01 4.4150e-01 1.5244e+01
1586 1.6700e-01 1.4245e-01 2.0676e+00 3.0263e+00 8.5413e-01 4.3960e-01 1.5254e+01
1587 1.6720e-01 1.4215e-01 2.0690e+00 3.0230e+00 8.5360e-01 4.4319e-01 1.5263e+01
1588 1.6560e-01 1.4213e-01 2.0683e+00 3.0223e+00 8.4986e-01 4.4454e-01 1.5273e+01
1589 1.6740e-01 1.4215e-01 2.0722e+00 3.0281e+00 8.4949e-01 4.4514e-01 1.5282e+01
1590 1.6800e-01 1.4253e-01 2.0753e+00 3.0254e+00 8.5147e-01 4.5104e-01 1.5292e+01
1591 1.6900e-01 1.4255e-01 2.0742e+00 3.0262e+00 8.5461e-01 4.5395e-01 1.5302e+01
1592 1.6840e-01 1.4260e-01 2.0803e+00 3.0276e+00 8.5622e-01 4.5187e-01 1.5311e+01
1593 1.6920e-01 1.4268e-01 2.0853e+00 3.0285e+00 8.5371e-01 4.5351e-01 1.5321e+01
1594 1.6840e-01 1.4385e-01 2.0864e+00 3.0269e+00 8.5886e-01 4.5044e-01 1.5331e+01
1595 1.6600e-01 1.4360e-01 2.0836e+00 3.0292e+00 8.5729e-01 4.4581e-01 1.5340e+01
1596 1.6720e-01 1.4228e-01 2.0834e+00 3.0285e+00 8.5376e-01 4.4669e-01 1.5350e+01
1597 1.6740e-01 1.4332e-01 2.0814e+00 3.0287e+00 8.5371e-01 4.4837e-01 1.5359e+01
1598 1.6840e-01 1.4310e-01 2.0852e+00 3.0261e+00 8.5545e-01 4.5507e-01 1.5369e+01
1599 1.6980e-01 1.4262e-01 2.0889e+00 3.0243e+00 8.5847e-01 4.5703e-01 1.5379e+01
1600 1.6980e-01 1.4198e-01 2.0866e+00 3.0241e+00 8.5419e-01 4.5440e-01 1.5388e+01
1601 1.6960e-01 1.4330e-01 2.0887e+00 3.0305e+00 8.5351e-01 4.5266e-01 1.5398e+01
1602 1.6880e-01 1.4275e-01 2.0870e+00 3.0307e+00 8.5673e-01 4.4846e-01 1.5408e+01
1603 1.6880e-01 1.4275e-01 2.0870e+00 3.0307e+00 8.5673e-01 4.4846e-01 1.5417e+01
1604 1.6860e-01 1.4252e-01 2.0837e+00 3.0251e+00 8.5613e-01 4.5385e-01 1.5427e+01
1605 1.6720e-01 1.4315e-01 2.0837e+00 3.0265e+00 8.6135e-01 4.5045e-01 1.5436e+01
1606 1.6820e-01 1.4168e-01 2.0790e+00 3.0302e+00 8.6564e-01 4.5163e-01 1.5446e+01
1607 1.6920e-01 1.4315e-01 2.0827e+00 3.0285e+00 8.6513e-01 4.5064e-01 1.5456e+01
1608 1.6920e-01 1.4315e-01 2.0827e+00 3.0285e+00 8.6513e-01 4.5064e-01 1.5465e+01
1609 1.6920e-01 1.4315e-01 2.0827e+00 3.0285e+00 8.6513e-01 4.5064e-01 1.5475e+01
1610 1.6860e-01 1.4340e-01 2.0872e+00 3.0298e+00 8.6953e-01 4.5099e-01 1.5484e+01
1611 1.6840e-01 1.4292e-01 2.0875e+00 3.0300e+00 8.6525e-01 4.5239e-01 1.5494e+01
1612 1.6740e-01 1.4387e-01 2.0876e+00 3.0250e+00 8.6396e-01 4.4910e-01 1.5503e+01
1613 1.6640e-01 1.4258e-01 2.0847e+00 3.0288e+00 8.6168e-01 4.4476e-01 1.5513e+01
1614 1.6820e-01 1.4270e-01 2.0759e+00 3.0319e+00 8.6364e-01 4.4927e-01 1.5523e+01
1615 1.6800e-01 1.4285e-01 2.0771e+00 3.0364e+00 8.5885e-01 4.4344e-01 1.5532e+01
